epoch,train_loss,train_acc,val_loss,val_acc
1,0.059969,74.25,0.051457,78.77
2,0.041461,81.37,0.040568,81.85
3,0.031151,84.03,0.035409,84.93
4,0.031060,84.72,0.038021,81.51
5,0.025743,87.85,0.038232,84.25
6,0.024832,87.15,0.035249,83.73
7,0.026390,87.62,0.039896,82.71
8,0.028345,86.92,0.044261,83.05
9,0.033364,84.78,0.058987,81.51
10,0.031861,84.09,0.065298,80.48
11,0.033446,84.78,0.046298,81.16
12,0.038546,83.04,0.096989,66.78
13,0.034120,81.77,0.051385,73.63
14,0.032128,85.42,0.076750,72.95
15,0.032500,85.88,0.047610,78.77
16,0.039530,81.94,0.071947,75.00
17,0.030727,86.05,0.036784,85.45
18,0.032291,83.85,0.055623,77.40
19,0.029209,86.40,0.045785,82.71
20,0.033530,83.85,0.048452,77.91
21,0.030621,84.84,0.041022,85.10
22,0.027699,85.71,0.059081,80.65
23,0.029278,86.63,0.050777,78.94
24,0.023431,87.09,0.046491,83.05
25,0.030413,85.13,0.050229,82.36
26,0.025132,88.08,0.051307,81.51
27,0.024097,88.95,0.054214,85.27
28,0.025109,88.02,0.044566,84.42
29,0.023190,88.54,0.040122,83.56
30,0.022115,88.77,0.086487,76.20
31,0.023638,88.43,0.046943,80.82
32,0.024148,87.67,0.050404,80.65
33,0.022634,88.54,0.038442,85.27
34,0.019381,90.34,0.041608,84.76
35,0.021555,88.48,0.125449,76.71
36,0.019256,90.22,0.044619,82.88
37,0.017741,91.90,0.059206,75.68
38,0.017202,91.09,0.055755,80.99
39,0.018115,91.20,0.044225,84.08
40,0.014080,93.52,0.048836,83.56
41,0.013263,92.88,0.050753,83.39
42,0.014665,92.94,0.055245,82.02
43,0.016487,92.42,0.054157,82.36
44,0.012553,93.98,0.056332,83.90
45,0.015727,92.01,0.061820,81.68
46,0.011228,94.91,0.048907,82.88
47,0.009167,94.97,0.051556,83.56
48,0.008347,96.12,0.055791,83.73
49,0.006571,96.82,0.065978,83.90
50,0.008437,95.49,0.061489,80.99
51,0.007431,96.47,0.063823,84.08
52,0.008972,95.60,0.070680,81.85
53,0.009115,95.60,0.053976,85.27
54,0.006319,97.05,0.060401,84.93
55,0.003510,98.15,0.067072,84.25
56,0.003802,98.26,0.076388,83.39
57,0.004650,97.51,0.079494,84.25
58,0.003532,98.21,0.066480,84.25
59,0.003135,98.44,0.071282,85.27
60,0.003396,98.44,0.076352,84.76
61,0.002211,98.90,0.074288,85.45
62,0.001824,99.19,0.080095,85.27
63,0.002402,98.78,0.080445,85.10
64,0.002110,99.07,0.082721,84.59
65,0.001901,98.96,0.084121,84.42
66,0.002069,99.07,0.082880,85.27
67,0.001268,99.36,0.082500,85.96
68,0.001237,99.31,0.086061,85.62
69,0.001932,99.13,0.086485,85.10
70,0.000982,99.77,0.086412,84.93
71,0.001494,99.25,0.086161,85.27
