epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.82188,2.10715,3.65662,1.51498,0.26478,0.44997,0.16209,0.07817,1.84327,4.33789,1.26582,0.08408,8e-05,8e-05
2,15.7579,1.49447,1.42702,1.11908,0.35963,0.39419,0.34207,0.11445,2.36301,2.23435,1.6654,0.0671634,0.000163367,0.000163367
3,21.9934,1.36094,1.29758,1.09342,0.45217,0.69254,0.56129,0.3215,1.39889,2.64914,1.21921,0.050245,0.00024505,0.00024505
4,27.9788,1.15739,1.16284,1.02036,0.50817,0.739,0.57394,0.36923,1.1454,1.66254,1.04768,0.0333251,0.000325051,0.000325051
5,34.0369,1.2073,1.14109,1.05573,0.52668,0.71352,0.61772,0.32713,1.24602,1.80693,1.12748,0.0164034,0.000403368,0.000403368
6,39.9416,1.23918,1.12306,1.04338,0.58869,0.76069,0.61696,0.41113,1.13078,1.52468,1.03259,0.00047525,0.00047525,0.00047525
7,46.2315,1.09049,1.02221,0.97944,0.67573,0.66223,0.71621,0.47999,1.01856,1.26361,0.97357,0.0004703,0.0004703,0.0004703
8,52.6788,1.1042,0.96765,0.97742,0.6333,0.68871,0.69314,0.45691,1.31063,1.12188,1.10806,0.00046535,0.00046535,0.00046535
9,58.3364,1.11875,1.02442,0.99069,0.61456,0.62665,0.64402,0.24861,1.82822,1.56423,1.32564,0.0004604,0.0004604,0.0004604
10,64.047,1.09913,0.98493,0.97507,0.61723,0.72573,0.66505,0.43736,1.24149,1.12969,1.07182,0.00045545,0.00045545,0.00045545
11,69.6265,1.02977,0.97851,0.96768,0.66497,0.74502,0.70468,0.47128,1.06348,1.06321,1.00521,0.0004505,0.0004505,0.0004505
12,75.3237,1.04207,0.94073,0.95484,0.63619,0.74816,0.68936,0.48703,1.06699,1.03715,0.99347,0.00044555,0.00044555,0.00044555
13,81.3662,1.04508,0.91264,0.96052,0.67463,0.68181,0.6892,0.49841,1.03652,1.06637,0.97086,0.0004406,0.0004406,0.0004406
14,87.4962,1.15852,0.93423,1.0374,0.67115,0.62902,0.66597,0.44491,1.18755,1.17466,1.04612,0.00043565,0.00043565,0.00043565
15,93.2521,1.00499,0.88061,0.94945,0.66798,0.68407,0.70788,0.43741,1.17609,1.09991,1.01391,0.0004307,0.0004307,0.0004307
16,98.9507,1.00548,0.89412,0.94206,0.60745,0.74746,0.70125,0.5277,0.91639,0.96939,0.94634,0.00042575,0.00042575,0.00042575
17,105.005,0.96663,0.84383,0.93687,0.62089,0.72029,0.6908,0.49271,1.08678,1.01128,0.99682,0.0004208,0.0004208,0.0004208
