epoch,train_loss,train_acc,val_loss,val_acc
1,0.162360,45.17,0.154398,53.41
2,0.084016,76.70,0.093699,71.59
3,0.054452,82.67,0.071559,79.55
4,0.022093,90.91,0.051487,84.09
5,0.021845,92.61,0.064841,77.27
6,0.026498,90.34,0.056962,88.64
7,0.021177,92.90,0.073150,78.41
8,0.015579,94.32,0.101232,77.27
9,0.040371,89.77,0.134165,76.14
10,0.021301,91.76,0.188340,80.68
11,0.029350,90.34,0.210553,72.73
12,0.072695,79.26,0.106331,70.45
13,0.034840,86.08,0.252285,75.00
14,0.057448,84.09,0.912380,32.95
15,0.028930,87.50,0.100174,77.27
16,0.046995,86.36,0.112435,80.68
17,0.029458,88.92,0.090399,81.82
18,0.021617,90.91,2.544194,54.55
19,0.032375,88.92,0.075281,85.23
20,0.041016,86.08,0.207984,68.18
21,0.039701,87.50,0.118878,71.59
22,0.037586,89.49,0.474690,60.23
23,0.037099,86.36,0.058100,86.36
24,0.037921,86.93,0.113387,73.86
25,0.030144,86.08,0.241532,48.86
26,0.023501,89.77,0.103578,80.68
27,0.029747,91.76,0.110332,80.68
28,0.026906,91.19,0.079234,82.95
29,0.013939,94.89,0.068223,82.95
30,0.017029,93.47,0.061879,90.91
31,0.017260,94.03,0.084522,85.23
32,0.009568,95.17,0.059597,89.77
33,0.025841,91.19,0.103141,87.50
34,0.011107,95.74,0.055323,86.36
35,0.007759,97.44,0.082055,87.50
36,0.012678,94.32,0.063623,90.91
37,0.011236,96.31,0.082707,86.36
38,0.008062,96.02,0.091588,87.50
39,0.008228,95.74,0.088698,88.64
40,0.011833,95.45,0.068796,89.77
41,0.014495,96.31,0.112886,86.36
42,0.008704,95.74,0.058013,88.64
43,0.009656,97.16,0.120286,85.23
44,0.010818,96.31,0.132292,86.36
45,0.007570,97.44,0.067642,86.36
46,0.004496,96.59,0.121322,87.50
