epoch,train_loss,train_acc,val_loss,val_acc
1,0.217194,63.46,0.151119,85.57
2,0.070228,87.02,0.091425,84.88
3,0.031854,91.35,0.068942,92.78
4,0.018408,94.23,0.057746,92.78
5,0.013639,95.07,0.162123,74.57
6,0.017043,95.31,0.090732,93.13
7,0.023053,94.71,0.093024,94.16
8,0.034686,93.51,0.111017,91.41
9,0.037266,92.31,0.099285,94.85
10,0.042909,91.11,0.124236,90.03
11,0.037608,90.38,0.140315,87.29
12,0.054105,88.70,0.470837,65.64
13,0.044510,90.26,0.192533,73.54
14,0.048676,88.82,0.207785,86.94
15,0.029536,91.23,0.200922,93.81
16,0.041502,91.95,0.064947,95.53
17,0.052125,88.10,0.164179,94.50
18,0.063601,86.42,0.133320,70.10
19,0.056489,86.06,0.128807,92.44
20,0.055765,89.06,0.081247,94.85
21,0.037818,89.90,0.074964,90.03
22,0.056349,87.74,0.143445,82.47
23,0.036672,90.14,0.293504,91.41
24,0.032106,91.35,0.134057,83.16
25,0.027663,92.07,0.232585,54.30
26,0.018519,94.35,0.068600,94.16
27,0.015655,95.55,0.078691,94.50
28,0.010242,96.51,0.074004,92.44
29,0.014607,94.95,0.077979,95.53
30,0.021727,94.83,0.102890,91.41
31,0.018287,94.83,0.069369,94.85
32,0.013265,96.03,0.082831,95.19
