epoch,train_loss,train_acc,val_loss,val_acc
1,0.098717,70.69,0.046356,87.83
2,0.023260,92.03,0.078959,75.66
3,0.010062,95.69,0.041154,91.53
4,0.005121,97.95,0.065705,87.30
5,0.011119,96.55,0.050578,92.06
6,0.021883,92.78,0.074947,87.30
7,0.024121,92.46,0.093006,79.89
8,0.025400,92.89,0.081510,90.48
9,0.023260,92.78,0.111024,86.77
10,0.021584,93.53,0.072593,91.01
11,0.041196,88.47,0.066505,92.06
12,0.053101,88.90,0.113859,74.07
13,0.056131,85.56,0.128310,85.71
14,0.052540,84.59,0.041208,91.01
15,0.030626,88.69,0.073992,85.19
16,0.028250,89.22,0.057920,89.42
17,0.023853,92.35,0.190252,79.37
18,0.021972,91.06,0.069883,89.95
19,0.047594,82.97,0.161346,77.78
20,0.031795,89.22,0.096952,79.89
21,0.021059,92.03,0.061390,84.66
22,0.021831,92.24,0.169046,83.07
23,0.025810,90.30,0.076518,83.07
24,0.011375,95.69,0.077522,89.42
25,0.012803,93.97,0.104546,87.83
26,0.012852,95.47,0.072590,89.95
27,0.011566,94.94,0.078027,86.77
28,0.019213,94.50,0.060858,89.42
29,0.006362,97.41,0.077656,87.30
30,0.010755,95.58,0.067650,88.36
31,0.003732,98.06,0.066258,92.59
32,0.007425,97.20,0.075470,86.77
33,0.011272,95.91,0.077166,91.53
