epoch,train_loss,train_acc,val_loss,val_acc
1,0.082569,74.04,0.036936,97.39
2,0.018672,93.63,0.006016,98.55
3,0.008841,97.00,0.004644,98.84
4,0.004363,98.08,0.003185,99.13
5,0.006210,97.36,0.013293,97.97
6,0.007734,97.00,0.009640,95.94
7,0.011656,95.31,0.017537,95.07
8,0.009445,96.75,0.037855,89.86
9,0.014626,95.07,0.031170,88.70
10,0.017478,93.51,0.004651,98.84
11,0.025682,90.99,0.050114,94.78
12,0.041307,84.50,0.005181,96.81
13,0.059017,84.50,1.260636,24.06
14,0.039268,84.38,0.027458,94.20
15,0.042845,86.90,0.025733,93.62
16,0.028212,88.70,0.004464,98.55
17,0.016811,93.39,0.007662,97.97
18,0.015155,95.31,0.005978,98.55
19,0.011690,95.43,0.014848,95.36
20,0.014156,93.87,0.024658,94.49
21,0.023769,92.67,0.007988,97.97
22,0.019024,92.67,0.020937,93.33
23,0.033075,88.58,0.010779,96.52
24,0.033846,90.14,0.009669,96.23
25,0.011282,95.43,0.016115,92.75
26,0.010000,95.07,0.007314,98.55
27,0.006320,97.24,0.005985,97.68
28,0.006930,97.00,0.006217,98.55
