epoch,train_loss,train_acc,val_loss,val_acc
1,0.093909,71.98,0.097482,66.67
2,0.032166,88.04,0.042117,91.53
3,0.015737,93.21,0.050558,89.95
4,0.010389,96.01,0.057026,81.48
5,0.010650,94.72,0.052915,86.24
6,0.012702,94.83,0.069504,87.83
7,0.015464,93.86,0.113580,85.19
8,0.038057,89.44,0.083140,83.60
9,0.038925,87.07,0.098067,86.77
10,0.031208,90.30,0.077619,78.31
11,0.025430,88.69,0.091958,87.30
12,0.027963,90.62,0.165299,61.90
13,0.032119,89.76,0.169239,34.92
14,0.035358,88.25,0.139660,71.96
15,0.029452,89.01,0.090811,86.77
16,0.016255,93.97,0.071047,83.07
17,0.014049,94.07,0.059570,91.53
18,0.021313,91.06,0.073112,85.71
19,0.018181,93.53,0.132998,86.77
20,0.024396,91.59,0.069902,88.36
21,0.014319,94.07,0.078121,89.42
22,0.021235,93.53,0.080499,85.19
23,0.015500,96.01,0.082009,92.59
24,0.014702,94.50,0.063674,88.89
25,0.017767,93.75,0.066164,88.36
26,0.012232,94.50,0.082669,88.36
27,0.012315,95.47,0.079404,89.95
28,0.004448,98.17,0.094396,91.53
29,0.006783,96.88,0.081528,83.60
30,0.010629,95.91,0.087999,87.83
31,0.005281,97.09,0.079583,92.59
