epoch,train_loss,train_acc,val_loss,val_acc
1,0.167850,46.09,0.160665,41.51
2,0.070340,79.69,0.149386,45.28
3,0.039480,87.11,0.128952,53.77
4,0.024999,89.84,0.117367,60.38
5,0.027046,91.02,0.165242,56.60
6,0.033365,87.50,0.193123,53.77
7,0.050226,87.89,0.277102,50.94
8,0.041403,85.55,0.663802,31.13
9,0.043827,85.16,1.658655,16.98
10,0.036840,88.67,2.169863,5.66
11,0.036635,85.55,2.775916,24.53
12,0.027721,86.33,1.511610,26.42
13,0.035764,85.94,1.080537,41.51
14,0.023566,89.45,1.226896,34.91
15,0.052121,84.77,4.367165,15.09
16,0.049464,80.47,4.535757,21.70
17,0.051160,78.91,4.501658,6.60
18,0.029821,88.67,1.604574,14.15
19,0.064875,77.34,0.881791,40.57
20,0.085174,73.83,10.353593,4.72
21,0.097597,77.34,3.878232,20.75
22,0.060880,80.08,1.829709,30.19
23,0.052212,83.59,3.150192,27.36
24,0.056438,79.30,1.248447,32.08
25,0.033715,86.33,0.429953,29.25
26,0.052639,84.77,0.743700,43.40
27,0.033170,84.38,0.186677,62.26
28,0.055756,83.20,0.177168,66.04
29,0.033584,84.38,1.026979,12.26
30,0.043965,85.16,0.493241,26.42
31,0.028499,91.02,0.261034,72.64
32,0.034116,87.89,0.443083,46.23
33,0.032668,85.94,0.392037,50.94
34,0.038647,85.55,0.131217,65.09
35,0.028047,88.67,0.098038,75.47
36,0.027207,92.19,0.096129,72.64
37,0.033183,89.45,0.075731,79.25
38,0.021420,89.06,0.106547,72.64
39,0.021715,91.80,0.191425,58.49
40,0.015859,92.97,0.190710,62.26
41,0.020030,90.23,0.082687,76.42
42,0.019959,90.62,0.054688,79.25
43,0.016210,94.14,0.034556,91.51
44,0.008093,97.66,0.030813,93.40
45,0.011588,93.36,0.027036,94.34
46,0.010285,94.53,0.026927,93.40
47,0.010959,94.14,0.033492,93.40
48,0.024127,92.97,0.020470,91.51
49,0.007489,95.70,0.041860,83.02
50,0.008248,96.48,0.035984,86.79
51,0.006816,96.48,0.030097,92.45
52,0.014233,95.31,0.041942,93.40
53,0.008380,95.70,0.046713,91.51
54,0.004189,98.05,0.035433,90.57
55,0.004018,97.66,0.030582,90.57
56,0.005968,97.27,0.028665,92.45
57,0.004126,97.27,0.027905,93.40
58,0.005440,96.88,0.028383,93.40
59,0.005015,98.05,0.031882,90.57
60,0.003594,98.44,0.037158,90.57
61,0.003807,98.44,0.038794,90.57
