epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,455.173,0,1,1,0,0.000654762,0.000654762,0.000654762
2,788.342,0,1,1,0,0.0011579,0.0011579,0.0011579
3,1142.2,0,1,1,0,0.00149604,0.00149604,0.00149604
4,1469.42,0,1,1,0,0.0012575,0.0012575,0.0012575
5,1780.56,0,1,1,0,0.00101,0.00101,0.00101
6,2342.48,0,1,1,0,0.0007625,0.0007625,0.0007625
7,2973.05,0,1,1,0,0.000515,0.000515,0.000515
8,3586.73,0,1,1,0,0.0002675,0.0002675,0.0002675
