epoch,train_loss,train_acc,val_loss,val_acc
1,0.123579,64.06,0.078584,68.73
2,0.038432,85.82,0.043814,95.88
3,0.014579,94.11,0.054236,95.88
4,0.010240,95.31,0.053414,92.78
5,0.008276,95.79,0.058511,94.16
6,0.012546,95.43,0.039230,95.19
7,0.018246,92.43,0.044437,94.50
8,0.025422,90.38,0.147187,73.20
9,0.031205,88.10,0.077547,94.50
10,0.025193,89.18,0.080069,92.10
11,0.041290,87.14,0.217260,80.41
12,0.034409,87.86,0.150635,85.22
13,0.044914,83.29,0.126778,84.88
14,0.059329,80.89,1.660218,42.96
15,0.053613,78.25,0.389782,64.60
16,0.046758,83.77,0.103695,83.51
17,0.041438,83.05,0.046877,86.94
18,0.029653,88.82,0.144474,53.26
19,0.035103,83.77,0.314802,75.95
20,0.044147,83.41,0.035416,95.19
21,0.034288,86.66,0.038779,95.19
22,0.026860,88.34,0.043347,95.53
23,0.022021,89.54,0.032580,94.85
24,0.026844,86.06,0.052251,94.85
25,0.018355,90.75,0.045701,90.38
26,0.014131,94.23,0.077765,81.44
27,0.011590,93.87,0.050013,93.81
28,0.016787,91.47,0.046106,94.50
29,0.020808,89.78,0.051479,91.07
30,0.021839,89.66,0.136427,81.79
31,0.016014,93.39,0.063391,88.66
32,0.014881,93.51,0.059176,95.19
33,0.011412,94.47,0.066587,93.13
34,0.011793,93.39,0.060179,93.81
35,0.007443,96.03,0.071366,91.75
36,0.014118,92.79,0.088286,91.07
37,0.017831,90.99,0.051300,95.19
