epoch,train_loss,train_acc,val_loss,val_acc
1,0.095926,69.35,0.028649,95.65
2,0.019342,92.19,0.006975,97.97
3,0.006993,96.75,0.003478,98.26
4,0.003681,98.32,0.002682,98.84
5,0.006403,97.36,0.002458,99.71
6,0.003269,98.80,0.002850,99.13
7,0.003809,98.80,0.001461,99.42
8,0.008534,97.60,0.007588,97.68
9,0.012571,95.19,0.021655,94.78
10,0.030673,90.87,0.079271,68.12
11,0.034043,89.54,0.044428,96.81
12,0.026339,90.99,0.049971,96.81
13,0.029399,88.94,0.005025,98.84
14,0.037906,87.86,0.048934,96.81
15,0.034393,87.26,0.003724,97.97
16,0.028424,90.62,0.008339,97.68
17,0.015681,94.47,0.005774,98.26
18,0.027385,92.31,0.042657,84.64
19,0.017432,92.67,0.024965,83.77
20,0.039212,87.02,0.023300,93.04
21,0.020826,91.83,0.012492,97.10
22,0.013917,94.83,0.006002,98.84
23,0.012764,94.59,0.026884,86.67
24,0.006424,97.84,0.010719,98.55
25,0.005224,97.12,0.005945,98.26
26,0.014914,94.83,0.008749,98.26
27,0.011550,94.47,0.006027,97.68
28,0.004080,98.56,0.009513,98.26
29,0.004700,98.20,0.003929,99.13
30,0.010204,96.15,0.003186,99.42
31,0.014276,95.31,0.010141,98.26
32,0.005224,97.96,0.004983,98.84
33,0.002254,98.80,0.017057,93.91
34,0.002657,98.80,0.016280,96.23
35,0.004705,98.08,0.006443,98.84
36,0.004870,99.16,0.009059,98.26
37,0.002049,99.04,0.005547,98.84
38,0.000727,99.76,0.008658,98.84
39,0.001413,99.64,0.007903,98.84
40,0.001600,99.04,0.006288,98.84
41,0.000299,99.88,0.008258,98.84
42,0.000498,99.76,0.011197,98.55
