epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,138.798,2.70544,4.92348,1.53717,0.00079,0.02674,0.00042,0.0002,2.47915,4.13846,1.51353,0.09602,2e-05,2e-05
2,240.493,2.57106,4.65392,1.42375,0.50365,0.1655,0.22237,0.10912,2.01388,2.3989,1.07222,0.0910441,4.4109e-05,4.4109e-05
3,339.555,1.87376,2.2556,1.04145,0.43131,0.45455,0.40613,0.17961,2.07912,1.59366,1.01032,0.0860672,6.7228e-05,6.7228e-05
4,437.731,1.66207,1.1633,1.01114,0.60811,0.62032,0.63295,0.25759,2.03941,1.62033,1.00566,0.0810894,8.9357e-05,8.9357e-05
5,533.109,1.52449,0.97303,0.98466,0.74778,0.74064,0.77209,0.30814,1.96602,1.36097,0.99922,0.0761105,0.000110496,0.000110496
6,630.317,1.7097,1.12519,0.97532,0.7226,0.77311,0.80515,0.39033,1.78837,1.08578,0.97748,0.0711306,0.000130645,0.000130645
7,731.971,1.60339,1.02799,0.99523,0.6836,0.70479,0.72489,0.3317,1.87848,1.23526,1.00535,0.0661498,0.000149804,0.000149804
8,826.999,1.49248,0.86608,0.95802,0.48469,0.55832,0.55266,0.26794,1.95527,1.91692,1.00293,0.061168,0.000167973,0.000167973
9,923.333,1.54761,0.89515,0.95443,0.69722,0.65265,0.69942,0.32196,1.8197,1.32766,0.98384,0.0561852,0.000185152,0.000185152
10,1018.84,1.54769,0.94872,0.95552,0.58354,0.72193,0.66617,0.33631,1.86557,1.22657,1.02402,0.0512013,0.000201341,0.000201341
11,1113.32,1.54183,0.98176,0.95775,0.46171,0.65591,0.46035,0.19169,2.24136,1.39669,1.15832,0.0462165,0.00021654,0.00021654
12,1208.21,1.6394,0.97804,0.9646,0.60439,0.76738,0.63978,0.31289,1.68597,1.14181,0.96174,0.0412307,0.000230749,0.000230749
13,1299.89,1.45379,0.90495,0.9277,0.56612,0.75706,0.61,0.27559,1.69696,1.11687,0.94298,0.036244,0.000243968,0.000243968
14,1390.9,1.47863,1.01211,0.94651,0.71695,0.79144,0.73222,0.26332,2.0075,1.10123,1.03521,0.0312562,0.000256197,0.000256197
15,1484.06,1.52407,0.88305,0.93867,0.75725,0.82888,0.80907,0.35851,1.90915,1.15228,1.03489,0.0262674,0.000267436,0.000267436
16,1574.21,1.4485,0.87797,0.95538,0.76495,0.78877,0.81257,0.35823,1.71561,0.96855,0.9617,0.0212777,0.000277685,0.000277685
17,1661.31,1.38881,0.82418,0.93684,0.65309,0.73529,0.74442,0.3709,1.66772,1.10003,0.95635,0.0162869,0.000286944,0.000286944
18,1753.32,1.40062,0.82341,0.93753,0.648,0.74866,0.73117,0.37498,1.69742,1.16639,0.94669,0.0112952,0.000295213,0.000295213
19,1847.57,1.37261,0.81463,0.919,0.71304,0.68433,0.75306,0.3786,1.70738,1.0681,0.95134,0.00630249,0.000302492,0.000302492
20,1940.67,1.4606,0.8366,0.93371,0.54435,0.73797,0.6693,0.32493,2.02981,2.2512,1.02927,0.00130878,0.000308781,0.000308781
21,2028.49,1.45453,0.82882,0.93045,0.59461,0.37166,0.49829,0.20989,2.2324,2.13903,1.07191,0.000302,0.000302,0.000302
22,2121,1.37074,0.82928,0.91803,0.53865,0.37433,0.38182,0.13801,2.43024,2.12846,1.11885,0.0002921,0.0002921,0.0002921
23,2211.42,1.42482,0.86169,0.94661,0.5374,0.62299,0.56999,0.25672,2.21456,1.36066,1.08735,0.0002822,0.0002822,0.0002822
24,2304.72,1.52898,0.91394,0.9388,0.70503,0.56684,0.66797,0.32216,1.99317,1.25115,1.03854,0.0002723,0.0002723,0.0002723
25,2394.11,1.48231,0.88858,0.93318,0.64882,0.62299,0.66264,0.31881,2.05074,1.22983,1.0573,0.0002624,0.0002624,0.0002624
26,2487.82,1.34652,0.84925,0.9142,0.68444,0.75972,0.77274,0.38384,1.81388,1.34535,0.9847,0.0002525,0.0002525,0.0002525
27,2579.73,1.29635,0.84624,0.90652,0.77139,0.76688,0.81319,0.42275,1.6878,1.10809,0.95005,0.0002426,0.0002426,0.0002426
28,2666.81,1.24389,0.7727,0.89358,0.79869,0.80214,0.84837,0.47774,1.59262,0.95362,0.93156,0.0002327,0.0002327,0.0002327
29,2757.75,1.26124,0.73649,0.88951,0.83165,0.82888,0.87285,0.47941,1.61934,0.94445,0.93639,0.0002228,0.0002228,0.0002228
30,2844.74,1.34031,0.77878,0.90856,0.8401,0.81818,0.86509,0.47938,1.65581,0.96394,0.95062,0.0002129,0.0002129,0.0002129
31,2936.05,1.37047,0.74005,0.91945,0.82532,0.79679,0.85617,0.50031,1.5819,0.91883,0.93631,0.000203,0.000203,0.000203
32,3024.68,1.22925,0.68736,0.88361,0.87867,0.79947,0.88195,0.51883,1.56381,0.80189,0.92404,0.0001931,0.0001931,0.0001931
33,3116.31,1.29859,0.66435,0.89358,0.81964,0.81818,0.86751,0.50654,1.59667,0.85139,0.94062,0.0001832,0.0001832,0.0001832
34,3210.87,1.25751,0.66986,0.9022,0.8415,0.79495,0.86369,0.48727,1.61982,0.85191,0.94554,0.0001733,0.0001733,0.0001733
35,3302.4,1.19639,0.6682,0.89725,0.84807,0.85829,0.89923,0.53059,1.48828,0.82201,0.90921,0.0001634,0.0001634,0.0001634
36,3394.3,1.24052,0.67513,0.89621,0.85326,0.85511,0.88924,0.53523,1.47466,0.79749,0.90424,0.0001535,0.0001535,0.0001535
37,3486.83,1.21182,0.6576,0.87003,0.86343,0.84523,0.89649,0.55649,1.42292,0.78023,0.89874,0.0001436,0.0001436,0.0001436
38,3577.69,1.21841,0.66138,0.87702,0.88806,0.84852,0.91572,0.5589,1.43161,0.74525,0.89614,0.0001337,0.0001337,0.0001337
39,3668.32,1.19179,0.63481,0.89142,0.88447,0.85975,0.91914,0.5675,1.4166,0.70608,0.8976,0.0001238,0.0001238,0.0001238
40,3762.92,1.18634,0.67904,0.89306,0.88227,0.85829,0.90651,0.52877,1.56223,0.78818,0.92289,0.0001139,0.0001139,0.0001139
41,3870.81,1.18364,0.65312,0.88531,0.87355,0.84965,0.89441,0.51755,1.56712,0.858,0.92315,0.000104,0.000104,0.000104
42,3962.19,1.13661,0.64503,0.87647,0.84283,0.81818,0.87732,0.53466,1.44817,0.81143,0.90358,9.41e-05,9.41e-05,9.41e-05
43,4047.74,1.11799,0.6576,0.8758,0.83469,0.81016,0.87092,0.51922,1.49125,0.79721,0.91029,8.42e-05,8.42e-05,8.42e-05
44,4135.92,1.15765,0.61564,0.87227,0.86062,0.81016,0.88807,0.47804,1.6404,0.79561,0.93036,7.43e-05,7.43e-05,7.43e-05
45,4223.17,1.16241,0.59511,0.87757,0.85655,0.84618,0.90158,0.50438,1.59009,0.76482,0.92549,6.44e-05,6.44e-05,6.44e-05
46,4312.63,1.13679,0.58073,0.86757,0.89748,0.84269,0.91374,0.54859,1.47402,0.72719,0.90781,5.45e-05,5.45e-05,5.45e-05
47,4403.45,1.10942,0.57992,0.86455,0.91396,0.85206,0.9195,0.55399,1.46242,0.72872,0.90276,4.46e-05,4.46e-05,4.46e-05
48,4493.11,1.14965,0.58258,0.87373,0.89563,0.85829,0.91914,0.54092,1.49265,0.72909,0.90391,3.47e-05,3.47e-05,3.47e-05
49,4586.69,1.12527,0.55471,0.86519,0.89291,0.86364,0.92016,0.52344,1.53488,0.73384,0.90659,2.48e-05,2.48e-05,2.48e-05
50,4672.99,1.0941,0.559,0.85935,0.89294,0.86971,0.92212,0.51232,1.55534,0.73117,0.90534,1.49e-05,1.49e-05,1.49e-05
