epoch,train_loss,train_acc,val_loss,val_acc
1,0.055348,76.22,0.034424,83.06
2,0.033165,84.59,0.040674,79.34
3,0.033447,83.47,0.035230,81.82
4,0.035254,83.79,0.034143,83.88
5,0.032397,85.86,0.039695,84.09
6,0.039269,83.42,0.036036,83.68
7,0.037637,83.63,0.036612,81.40
8,0.041353,81.73,0.264296,68.18
9,0.045013,81.20,0.051083,78.31
10,0.046140,79.08,0.062161,65.70
11,0.044840,80.24,0.059155,73.76
12,0.048772,77.97,0.062326,78.10
13,0.042187,79.61,0.049432,79.75
14,0.043724,80.24,0.345754,70.66
15,0.046444,80.88,0.084664,58.47
16,0.044976,79.03,0.038428,81.20
17,0.044556,79.03,0.094828,61.36
18,0.039490,81.67,0.055690,75.00
19,0.036633,82.20,0.043920,82.02
20,0.034194,84.38,0.051413,78.51
21,0.036172,83.58,0.033261,84.09
22,0.037814,82.20,0.035593,82.64
23,0.036169,82.52,0.034469,85.12
24,0.033224,83.79,0.045882,79.13
25,0.032157,84.38,0.036050,82.64
26,0.035621,83.26,0.031939,83.47
27,0.035178,83.58,0.033581,84.09
28,0.031483,83.79,0.035075,82.64
29,0.033285,84.48,0.041197,82.64
30,0.030771,84.64,0.053527,84.71
31,0.048126,78.87,0.103734,64.88
32,0.040330,81.89,0.033704,82.23
33,0.036979,83.63,0.043312,79.13
34,0.038634,82.73,0.039232,79.96
35,0.038657,82.26,0.031488,83.88
36,0.034955,84.27,0.039363,82.02
37,0.031556,85.28,0.051969,79.55
38,0.032801,84.69,0.032503,85.12
39,0.031316,85.33,0.034599,83.47
40,0.029497,84.80,0.031152,83.88
41,0.028887,86.49,0.034957,84.09
42,0.031564,86.39,0.041405,80.79
43,0.029947,85.01,0.038976,82.44
44,0.025625,87.18,0.036046,84.09
45,0.027374,86.18,0.035761,84.09
46,0.026967,85.28,0.034718,84.30
47,0.029359,86.23,0.034621,82.85
48,0.025250,85.91,0.035832,83.06
49,0.023464,88.29,0.034928,84.09
50,0.025390,86.71,0.039889,82.85
51,0.027725,86.28,0.036276,82.64
52,0.025128,87.24,0.034895,83.68
53,0.026114,86.76,0.037491,82.85
54,0.025797,87.71,0.036538,85.12
55,0.020794,89.09,0.037741,84.71
56,0.022881,88.40,0.039616,83.26
57,0.025405,86.76,0.036465,84.92
58,0.021867,88.35,0.035156,85.12
59,0.021789,88.51,0.038590,85.54
60,0.024722,87.45,0.037395,84.09
61,0.021091,88.88,0.040112,84.92
62,0.019564,88.93,0.039097,85.12
63,0.020841,88.77,0.039772,83.26
64,0.017489,91.53,0.037691,84.71
65,0.018203,90.47,0.037385,83.88
66,0.018699,90.15,0.039416,85.12
67,0.017428,90.89,0.039616,85.54
68,0.016116,91.47,0.040329,84.30
69,0.017123,90.78,0.040920,84.92
70,0.016300,91.31,0.039587,85.33
71,0.015605,91.31,0.040504,85.54
72,0.017511,90.20,0.040057,85.12
73,0.016676,90.89,0.040586,85.54
74,0.016555,91.53,0.039760,85.12
75,0.016714,90.57,0.040531,85.33
