epoch,train_loss,train_acc,val_loss,val_acc
1,0.080272,72.31,0.047031,91.01
2,0.014294,94.61,0.041653,91.53
3,0.011842,94.61,0.067820,85.71
4,0.012905,95.58,0.064719,88.36
5,0.013205,94.83,0.081825,74.60
6,0.022812,92.24,0.111584,89.95
7,0.031682,91.70,0.101645,88.36
8,0.046432,86.96,0.051133,87.83
9,0.045382,84.70,0.120133,73.54
10,0.029189,89.66,0.084341,80.95
11,0.034656,87.61,0.223204,52.91
12,0.039993,87.18,0.055924,89.42
13,0.035210,87.07,0.093353,86.77
14,0.044767,81.68,0.182650,79.37
15,0.050257,82.76,0.145344,64.02
16,0.041172,85.02,0.107427,79.89
17,0.028122,89.01,0.063511,91.01
18,0.035821,86.96,0.104248,87.30
19,0.042450,86.31,0.100164,86.24
20,0.040305,85.56,0.090067,88.89
21,0.035636,86.64,0.079239,76.72
22,0.020275,91.49,0.074816,83.07
23,0.023897,90.62,0.085716,91.01
24,0.024910,90.84,0.094067,82.54
25,0.019708,92.03,0.107148,74.07
26,0.018143,92.24,0.059819,88.89
27,0.014540,94.40,0.060420,89.95
28,0.011444,95.80,0.060093,89.42
29,0.016324,92.46,0.062691,89.95
30,0.010115,95.69,0.072804,88.89
31,0.006369,97.09,0.065827,91.01
32,0.009249,96.12,0.071455,82.54
33,0.008623,96.44,0.075660,89.95
34,0.007994,96.01,0.082275,88.36
35,0.008252,96.55,0.068162,87.83
36,0.004585,98.28,0.078002,87.83
37,0.006918,97.95,0.066300,88.36
38,0.005299,97.31,0.098225,85.19
39,0.004408,98.06,0.105478,89.95
