Model,Detection mAP50,Detection mAP50-95,Detection Precision,Detection Recall,Classification Top-1,Classification Top-5,Total Training Time (min),Detection Epochs,Classification Epochs
YOLOv8n,0.995,0.972,0.948,0.953,0.857,1.000,12.3,29,16
