epoch,train_loss,train_acc,val_loss,val_acc
1,0.153521,52.56,0.135199,65.91
2,0.070143,78.41,0.061774,79.55
3,0.030430,88.92,0.065262,78.41
4,0.025432,89.77,0.103076,77.27
5,0.025454,90.91,0.112231,67.05
6,0.035035,90.06,0.421527,46.59
7,0.034793,87.22,0.155255,64.77
8,0.025392,90.62,0.068812,80.68
9,0.028393,90.34,0.191964,70.45
10,0.040901,86.93,0.096820,72.73
11,0.041707,84.09,0.125377,84.09
12,0.050267,79.55,3.302525,37.50
13,0.059899,76.14,1.898513,26.14
14,0.042402,85.80,0.093107,69.32
15,0.035073,86.65,0.099216,81.82
16,0.038115,84.38,0.108100,70.45
17,0.082081,76.70,8.947475,4.55
18,0.075490,75.85,1.316046,31.82
19,0.057193,81.53,0.344925,48.86
20,0.052810,80.68,0.557295,48.86
21,0.043389,86.36,0.106499,72.73
22,0.054826,77.84,0.218568,53.41
23,0.067689,74.72,0.117714,79.55
24,0.042302,84.09,0.136763,70.45
25,0.038027,86.08,0.088314,78.41
26,0.048981,80.68,0.044005,85.23
27,0.037729,83.81,0.034460,88.64
28,0.038095,85.51,0.193882,52.27
29,0.030816,86.65,0.041504,86.36
30,0.032889,86.65,0.029690,89.77
31,0.042254,84.94,0.064211,85.23
32,0.026389,88.35,0.031606,89.77
33,0.016059,92.33,0.046811,85.23
34,0.024076,90.91,0.049826,84.09
35,0.025836,89.77,0.035604,87.50
36,0.023627,89.49,0.039457,87.50
37,0.023629,89.20,0.059800,80.68
38,0.025991,90.62,0.063105,82.95
39,0.024051,91.19,0.058987,88.64
40,0.026334,88.35,0.041459,88.64
41,0.014073,94.60,0.038369,89.77
42,0.020373,90.91,0.022077,89.77
43,0.016024,93.18,0.016431,90.91
44,0.015752,94.89,0.025924,90.91
45,0.008579,96.31,0.032850,87.50
46,0.007501,95.74,0.041194,88.64
47,0.012172,94.89,0.024822,89.77
48,0.009124,95.74,0.027854,88.64
49,0.008010,94.89,0.028576,92.05
50,0.005032,97.73,0.030080,93.18
51,0.010682,96.88,0.041849,89.77
52,0.009357,94.89,0.038695,86.36
53,0.012317,94.60,0.032032,92.05
54,0.008318,96.88,0.045117,89.77
55,0.005900,97.44,0.043161,89.77
56,0.010164,97.16,0.046902,92.05
57,0.005996,97.16,0.045533,89.77
