epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,121.399,0,1,1,0,0.000665814,0.000665814,0.000665814
2,213.076,0,1,1,0,0.000892762,0.000892762,0.000892762
3,303.138,0,1,1,0,0.00067971,0.00067971,0.00067971
