epoch,train_loss,train_acc,val_loss,val_acc
1,0.184621,37.89,0.174168,52.83
2,0.140357,60.55,0.151147,46.23
3,0.096458,76.95,0.120065,51.89
4,0.075800,75.00,0.102498,64.15
5,0.050689,85.55,0.079959,73.58
6,0.041506,87.50,0.076462,72.64
7,0.028972,90.23,0.161339,61.32
8,0.035839,87.11,0.271218,63.21
9,0.039143,85.94,0.201437,68.87
10,0.025561,90.23,0.052987,87.74
11,0.027507,90.23,0.066666,82.08
12,0.032184,90.23,0.108048,86.79
13,0.041021,88.67,0.127770,76.42
14,0.038818,87.89,0.171091,84.91
15,0.039332,88.28,0.247608,61.32
16,0.048470,87.89,0.124935,80.19
17,0.041401,87.50,0.667800,65.09
18,0.035582,87.50,0.215940,53.77
19,0.060059,86.72,0.431003,39.62
20,0.072945,78.12,0.086361,80.19
21,0.050495,82.03,0.165914,70.75
22,0.039454,84.77,0.239751,51.89
23,0.036789,90.62,0.892450,42.45
24,0.044373,85.94,0.109198,78.30
25,0.055635,82.81,0.063242,83.02
26,0.054200,81.64,0.679890,83.96
27,0.052475,83.20,0.167421,50.94
28,0.057977,81.25,0.078677,79.25
29,0.061498,83.20,0.251128,52.83
30,0.055529,81.64,0.255984,51.89
31,0.053314,85.16,0.159237,64.15
32,0.053582,85.55,0.112825,61.32
33,0.050397,83.20,0.093515,70.75
34,0.022210,91.80,0.107356,66.98
35,0.020293,89.84,0.058354,80.19
36,0.026601,88.28,0.103757,84.91
37,0.023380,89.84,0.112469,76.42
38,0.018900,92.58,0.041807,89.62
39,0.017010,94.14,0.039230,91.51
40,0.007590,96.09,0.051754,86.79
41,0.008245,96.88,0.065334,82.08
42,0.012911,94.92,0.048197,90.57
43,0.015773,94.14,0.032054,89.62
44,0.011151,96.09,0.055313,84.91
45,0.011216,95.70,0.031948,89.62
46,0.012143,94.14,0.032864,87.74
47,0.013132,96.48,0.030834,89.62
48,0.011027,95.70,0.027741,90.57
49,0.003283,99.61,0.022820,91.51
50,0.007075,98.05,0.019837,92.45
51,0.004950,98.05,0.028490,87.74
52,0.001018,99.61,0.036216,85.85
53,0.002386,99.22,0.043135,84.91
54,0.005062,96.88,0.037119,84.91
55,0.004582,97.27,0.031017,87.74
56,0.004891,98.05,0.033717,86.79
57,0.004483,98.05,0.033470,88.68
58,0.001357,100.00,0.031833,89.62
59,0.007591,95.70,0.026815,90.57
60,0.002116,98.44,0.019668,93.40
61,0.002380,98.44,0.015975,93.40
62,0.003169,98.83,0.016049,93.40
63,0.002820,98.44,0.015672,93.40
64,0.002169,99.61,0.018004,93.40
65,0.002181,99.22,0.018694,93.40
66,0.001180,99.22,0.019471,94.34
67,0.000291,100.00,0.020204,94.34
68,0.000535,100.00,0.018678,94.34
69,0.000398,100.00,0.017623,93.40
70,0.000694,99.61,0.018396,93.40
71,0.001241,99.61,0.019342,93.40
72,0.001421,99.22,0.021362,93.40
73,0.002949,98.44,0.020245,94.34
74,0.000687,99.61,0.019522,93.40
75,0.000538,100.00,0.019240,93.40
