epoch,train_loss,train_acc,val_loss,val_acc
1,0.014990,93.17,0.001109,99.17
2,0.007426,96.88,0.001442,98.97
3,0.005725,97.67,0.019807,90.70
4,0.002232,98.83,0.034046,91.94
5,0.008351,96.56,0.015909,92.98
6,0.005389,97.72,0.032425,89.46
7,0.007098,96.88,0.059481,72.31
8,0.007254,96.19,0.003561,98.35
9,0.002397,98.78,0.008085,98.76
10,0.003741,98.09,0.003499,97.73
11,0.010572,96.40,0.020195,93.39
12,0.009772,96.45,0.198641,58.68
13,0.006899,97.09,0.051021,77.07
14,0.008456,96.35,0.001000,99.59
15,0.004711,97.83,0.006487,96.90
16,0.006033,97.72,0.548639,57.85
17,0.033368,94.81,0.143675,72.11
18,0.003602,98.25,0.000344,100.00
19,0.004446,98.94,0.038878,87.60
20,0.003309,98.78,0.000273,100.00
21,0.001458,99.68,0.000061,100.00
22,0.003127,98.83,0.000908,100.00
23,0.001535,99.36,0.001373,99.59
24,0.002038,99.21,0.000104,100.00
25,0.001173,99.79,0.000089,100.00
26,0.001507,99.36,0.000230,100.00
27,0.003407,98.57,0.001088,99.38
28,0.001050,99.47,0.000126,100.00
29,0.002259,98.78,0.000069,100.00
30,0.000966,99.52,0.000163,99.79
31,0.001003,99.52,0.000136,100.00
32,0.000603,99.63,0.000085,100.00
33,0.002956,98.73,0.001593,99.17
