epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,16.7902,0.5844,0.89677,1,0.24097,0.000412773,0.000412773,0.000412773
1,132.856,0.5844,0.89677,1,0.24097,0.000412773,0.000412773,0.000412773
2,301.931,0.26622,0.93548,1,0.16241,0.000813016,0.000813016,0.000813016
3,466.944,0.2497,0.92258,1,0.21469,0.00119676,0.00119676,0.00119676
