epoch,train_loss,train_acc,val_loss,val_acc
1,0.092033,69.59,0.106760,40.55
2,0.016682,92.43,0.054327,78.35
3,0.011429,94.11,0.045272,92.78
4,0.017016,92.31,0.046196,95.19
5,0.014423,93.39,0.050074,93.13
6,0.017351,93.03,0.052539,91.75
7,0.023129,90.62,0.055098,93.13
8,0.032144,87.86,0.099766,92.10
9,0.027811,88.82,0.075651,90.38
10,0.034819,86.18,0.115435,78.35
11,0.033555,84.38,0.067198,93.47
12,0.033532,86.54,0.144729,86.94
13,0.035758,85.94,0.102907,71.82
14,0.030863,85.94,0.062316,79.38
15,0.023284,88.46,0.074162,65.64
16,0.049725,83.77,0.117459,83.16
17,0.038840,83.17,0.087293,92.44
18,0.078603,77.16,1.340239,87.63
19,0.062368,76.08,0.762500,43.30
20,0.088949,70.19,0.202811,62.89
21,0.042334,82.33,0.044521,95.88
22,0.034595,87.38,0.084614,92.10
23,0.031545,85.46,0.064655,75.60
24,0.029323,88.10,0.065283,76.98
25,0.024918,87.62,0.068585,90.72
26,0.024750,88.58,0.065093,81.44
27,0.019156,91.35,0.064935,93.47
28,0.022230,89.30,0.046839,94.16
29,0.021559,90.75,0.046990,74.57
30,0.011864,93.87,0.049580,94.16
31,0.020248,90.50,0.114809,90.38
32,0.013072,93.03,0.046391,94.50
33,0.009340,95.91,0.047731,92.10
34,0.007860,95.43,0.062537,94.50
35,0.005879,97.48,0.082125,92.44
36,0.005407,97.24,0.036800,95.19
37,0.006161,96.15,0.065093,95.19
38,0.005019,97.00,0.057484,93.13
39,0.004464,97.24,0.048558,94.16
40,0.006194,97.12,0.069597,91.75
41,0.004579,98.08,0.067647,92.44
42,0.010261,95.67,0.054912,95.53
43,0.009087,95.67,0.067306,92.10
44,0.005946,96.88,0.052908,83.51
45,0.008103,95.79,0.058425,84.54
46,0.008317,96.27,0.058952,95.88
47,0.003373,98.44,0.050772,95.88
48,0.002131,98.92,0.066327,95.19
49,0.002649,98.08,0.059824,94.50
50,0.003410,97.84,0.084606,95.19
