epoch,train_loss,train_acc,val_loss,val_acc
1,0.048790,78.07,0.052109,79.13
2,0.038049,82.94,0.052379,76.65
3,0.036101,83.21,0.037511,82.23
4,0.041844,81.41,0.033117,80.79
5,0.041425,80.77,0.060975,73.14
6,0.038443,81.46,0.043991,81.82
7,0.044488,79.56,0.039143,81.61
8,0.043421,79.50,0.177785,77.27
9,0.045180,79.50,0.042497,80.79
10,0.049248,77.49,0.133188,57.23
11,0.054810,76.43,0.813061,55.17
12,0.054620,76.54,0.096380,81.61
13,0.055109,77.60,0.058086,68.18
14,0.071447,73.36,0.066620,73.55
15,0.057724,75.42,0.044899,79.34
16,0.042455,79.71,0.039556,80.99
17,0.056372,76.91,0.056798,77.89
18,0.041436,80.88,0.038151,80.58
19,0.046050,78.44,0.055365,67.36
20,0.048265,78.92,0.040062,78.93
21,0.042037,81.36,0.054464,77.89
22,0.041430,81.83,0.059054,78.10
23,0.042383,81.20,0.032882,82.02
24,0.035930,83.69,0.056114,83.68
25,0.035304,83.69,0.190593,76.03
26,0.038891,81.67,0.033875,82.23
27,0.033865,84.75,0.037116,82.23
28,0.035586,83.21,0.033192,81.82
29,0.033236,84.11,0.121968,80.79
30,0.034263,83.90,0.055226,78.93
31,0.034629,82.20,0.228472,78.31
32,0.030574,85.59,0.218098,79.55
33,0.033511,84.53,0.101135,79.75
34,0.032258,84.00,0.091209,81.20
35,0.035659,83.74,0.072329,82.44
36,0.034965,83.85,0.047056,80.37
37,0.034799,84.22,0.166673,77.89
38,0.034465,82.31,0.559593,77.69
39,0.030659,85.01,0.089712,75.41
40,0.029178,86.12,0.617491,74.79
41,0.029592,85.65,0.301979,76.45
42,0.037878,84.48,nan,59.50
43,0.043365,81.57,0.058901,83.26
44,0.032385,85.54,0.039238,84.92
45,0.027073,86.60,0.059285,81.82
46,0.034231,84.48,0.033085,82.23
47,0.031367,84.59,0.044099,83.47
48,0.033081,84.64,0.032061,84.50
49,0.031610,84.38,0.031282,84.71
50,0.031262,84.22,0.031546,85.12
51,0.030164,84.96,0.033888,83.26
52,0.031134,84.22,0.032198,84.09
53,0.029726,85.65,0.030360,85.12
54,0.030195,85.01,0.033146,84.09
55,0.026768,85.38,0.055852,83.47
56,0.032544,85.28,0.033042,82.44
57,0.032328,84.69,0.032305,83.26
58,0.029738,85.28,0.031161,84.09
59,0.027097,86.12,0.033040,83.68
60,0.027701,86.33,0.031403,85.33
61,0.026464,86.55,0.032089,84.09
62,0.027440,85.81,0.031015,85.33
63,0.026990,86.44,0.030806,85.95
64,0.025488,86.71,0.031710,85.12
65,0.024637,86.60,0.030917,85.54
66,0.027655,85.91,0.031451,85.74
67,0.026150,86.55,0.031689,85.95
68,0.024107,87.08,0.031554,85.33
69,0.023159,87.76,0.031775,85.74
70,0.025765,86.33,0.031606,84.30
71,0.024343,87.24,0.031806,85.33
72,0.024506,87.34,0.031362,86.36
73,0.023769,87.82,0.031338,85.74
74,0.024643,87.61,0.031708,86.16
75,0.023148,87.82,0.031589,85.95
