epoch,train_loss,train_acc,val_loss,val_acc
1,0.151139,51.70,0.143636,52.27
2,0.061718,81.53,0.062718,81.82
3,0.040199,85.23,0.078579,82.95
4,0.028625,89.20,0.064706,81.82
5,0.042549,86.08,0.090176,70.45
6,0.029926,91.19,0.164529,65.91
7,0.028562,91.48,0.065581,82.95
8,0.049050,81.53,0.110882,82.95
9,0.036142,90.34,0.176841,69.32
10,0.053670,81.82,0.086092,86.36
11,0.043010,85.80,0.188135,62.50
12,0.052112,83.52,0.581136,42.05
13,0.038773,85.80,0.698819,29.55
14,0.068423,76.99,0.126093,61.36
15,0.057726,78.12,0.183982,55.68
16,0.049357,82.39,0.258592,38.64
17,0.064990,82.39,0.178705,78.41
18,0.061692,78.98,0.054140,82.95
19,0.055121,79.83,0.087744,76.14
20,0.064718,79.26,0.246545,47.73
21,0.038983,83.24,0.100904,72.73
22,0.052011,81.53,0.060903,79.55
23,0.054124,80.97,0.085433,77.27
24,0.054581,81.53,0.068220,70.45
25,0.047109,82.10,0.501390,34.09
26,0.028532,87.78,0.047962,81.82
27,0.039175,82.10,0.085811,69.32
28,0.027745,90.06,0.044419,89.77
29,0.032505,88.07,0.049643,85.23
30,0.028192,91.19,0.057933,87.50
31,0.027042,88.64,0.074510,79.55
32,0.028714,90.06,0.068064,79.55
33,0.027334,88.07,0.061559,90.91
34,0.019802,91.19,0.048530,88.64
35,0.020396,91.76,0.056509,87.50
36,0.019719,92.90,0.059045,84.09
37,0.017526,92.33,0.109851,85.23
38,0.016846,94.03,0.049190,87.50
39,0.014774,94.60,0.062873,82.95
40,0.016132,93.18,0.050160,93.18
41,0.017989,93.47,0.039913,88.64
42,0.016109,92.61,0.068144,82.95
43,0.012155,94.89,0.051288,89.77
44,0.010625,95.17,0.046758,89.77
45,0.011776,94.89,0.038233,89.77
46,0.006516,97.44,0.056703,87.50
47,0.009701,96.02,0.037501,93.18
48,0.007715,96.31,0.040783,90.91
49,0.009539,95.74,0.058301,87.50
50,0.013433,94.89,0.048952,89.77
51,0.005913,97.44,0.058566,90.91
52,0.004360,98.30,0.049870,93.18
53,0.005740,98.58,0.052120,90.91
54,0.003244,98.58,0.054176,89.77
55,0.003345,98.86,0.047688,92.05
56,0.002914,98.58,0.049212,92.05
57,0.004523,98.58,0.042779,92.05
58,0.006612,97.44,0.045452,92.05
59,0.004783,97.73,0.053705,90.91
