epoch,train_loss,train_acc,val_loss,val_acc
1,0.098687,66.16,0.059609,87.30
2,0.034483,88.25,0.042843,87.30
3,0.009921,96.44,0.035746,88.36
4,0.011120,96.66,0.054550,91.53
5,0.009939,95.69,0.043396,91.53
6,0.011377,95.04,0.051377,91.01
7,0.017136,94.07,0.106198,83.07
8,0.017353,95.58,0.137605,82.01
9,0.030064,89.33,0.082227,85.71
10,0.034027,90.52,0.222377,52.91
11,0.030739,90.09,0.097955,86.24
12,0.031598,89.87,0.287974,43.39
13,0.024106,92.13,0.042360,89.42
14,0.015583,93.97,0.080194,81.48
15,0.015054,93.86,0.057106,88.89
16,0.021537,91.92,0.072313,83.60
17,0.018487,93.75,0.078003,81.48
18,0.030073,89.55,0.110006,73.02
19,0.035570,89.55,0.077699,88.36
20,0.019749,92.56,0.113408,86.24
21,0.032712,88.69,0.069030,76.72
22,0.038572,86.21,0.098080,80.42
23,0.031217,88.79,0.115380,61.38
24,0.025078,91.81,0.061105,90.48
25,0.015905,93.75,0.070341,80.95
26,0.009532,96.23,0.073194,87.30
27,0.008178,96.55,0.068761,90.48
28,0.008324,96.88,0.064848,91.01
29,0.007997,98.17,0.055628,89.95
30,0.008588,96.55,0.068433,88.89
31,0.005944,97.31,0.078366,89.42
32,0.006476,97.84,0.087756,87.30
33,0.012220,95.47,0.129308,76.72
34,0.012153,95.58,0.069651,87.30
35,0.007832,97.20,0.071859,89.95
36,0.004111,98.60,0.074105,89.95
