epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,2133.24,0,1,1,0,0.000663551,0.000663551,0.000663551
2,5570.57,0,1,1,0,0.0011656,0.0011656,0.0011656
3,7296.03,0,1,1,0,0.00150266,0.00150266,0.00150266
4,8250.48,0,1,1,0,0.0012575,0.0012575,0.0012575
5,9043.19,0,1,1,0,0.00101,0.00101,0.00101
6,9481.43,0,1,1,0,0.0007625,0.0007625,0.0007625
7,9909.83,0,1,1,0,0.000515,0.000515,0.000515
8,10357.5,0,1,1,0,0.0002675,0.0002675,0.0002675
