epoch,train_loss,train_acc,val_loss,val_acc
1,0.160935,74.04,0.096768,85.87
2,0.019192,96.39,0.068795,92.23
3,0.006070,98.80,0.114308,91.17
4,0.009255,97.48,0.065888,97.17
5,0.013298,97.84,0.137877,95.05
6,0.013293,96.27,0.075570,96.47
7,0.014124,96.27,0.051435,97.88
8,0.009592,97.60,0.080344,86.57
9,0.016346,95.79,0.115605,86.22
10,0.046755,91.95,0.304026,74.20
11,0.041082,89.90,0.554441,61.48
12,0.048398,90.02,0.524191,55.83
13,0.055172,84.98,1.321243,83.75
14,0.083509,83.29,0.824154,53.36
15,0.045941,87.38,2.725925,39.22
16,0.064876,83.77,2.627621,47.35
17,0.044417,87.02,0.095849,87.63
18,0.048512,83.17,0.096954,81.27
19,0.033781,88.94,0.422207,83.39
20,0.053456,86.30,0.098140,79.51
21,0.044185,85.34,0.061815,89.40
22,0.028977,90.99,0.346196,73.14
23,0.027121,91.23,0.272774,54.06
24,0.018919,92.67,0.117192,69.96
25,0.012252,95.91,0.052916,92.23
26,0.012395,95.55,0.028852,97.17
27,0.011928,96.15,0.061291,91.52
28,0.011984,95.67,0.081969,95.76
29,0.050774,89.66,0.106647,95.76
30,0.021742,92.07,0.076008,89.05
31,0.018361,94.95,0.046863,92.93
32,0.017947,94.95,0.055790,93.64
33,0.015055,95.55,0.041626,93.29
34,0.013993,94.59,0.072110,91.17
35,0.012405,95.19,0.078206,87.63
36,0.006701,97.60,0.040906,93.29
37,0.010324,97.00,0.042123,92.93
38,0.007095,97.36,0.044655,95.76
