epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,265.142,4.28026,5.31157,2.28991,0.81175,0.31361,0.55056,0.22687,4.14247,5.62584,2.20101,0.091045,4.5e-05,4.5e-05
2,480.506,3.5989,2.61364,1.98405,0.68568,0.46605,0.58982,0.24441,4.07701,4.65798,2.31486,0.0810934,9.34325e-05,9.34325e-05
3,679.246,3.26571,2.38868,1.95102,0.74068,0.73182,0.77235,0.33334,3.99927,2.94272,2.34402,0.0711402,0.000140215,0.000140215
4,876.05,3.47797,2.6506,2.00515,0.67868,0.67273,0.64546,0.23547,4.62911,3.07382,2.81271,0.0611853,0.000185348,0.000185348
5,1075.01,3.35275,2.08519,1.95207,0.64678,0.55767,0.5594,0.21326,5.39429,9.65098,3.92267,0.0512288,0.00022883,0.00022883
6,1269.58,3.6427,2.2968,1.99915,0.805,0.85455,0.87916,0.45941,3.58873,3.37858,2.40008,0.0412707,0.000270662,0.000270662
7,1466.87,3.54207,2.31111,1.97663,0.85254,0.82727,0.88681,0.41857,3.73103,3.90973,2.34483,0.0313108,0.000310845,0.000310845
8,1660.89,3.32174,1.98655,1.91381,0.81406,0.81364,0.86732,0.4461,3.72407,3.29361,2.6028,0.0213494,0.000349377,0.000349377
9,1855.85,3.30324,1.96541,1.95062,0.81408,0.78182,0.82772,0.4227,4.14659,2.6634,2.80373,0.0113863,0.00038626,0.00038626
10,2051.77,3.30268,1.92039,1.93239,0.79811,0.78636,0.84686,0.40749,3.87881,3.82261,2.52041,0.00142149,0.000421493,0.000421493
11,2258.21,3.3008,1.99833,1.87977,0.80296,0.79545,0.80955,0.34105,4.1794,2.44161,2.5656,0.0004175,0.0004175,0.0004175
12,2457.23,3.18268,1.76634,1.85186,0.83198,0.82273,0.85615,0.4357,3.71984,2.60279,2.48438,0.00040925,0.00040925,0.00040925
