epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,57.1107,0.59976,0.89677,1,0.37264,0.000415691,0.000415691,0.000415691
2,116.086,0.398,0.90323,1,0.41404,0.00055768,0.00055768,0.00055768
3,178.996,0.37231,0.87742,1,0.39943,0.000424668,0.000424668,0.000424668
