epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,898.054,0,1,1,0,0.000654762,0.000654762,0.000654762
2,1622.39,0,1,1,0,0.0011579,0.0011579,0.0011579
3,2202,0,1,1,0,0.00149604,0.00149604,0.00149604
4,2825.99,0,1,1,0,0.0012575,0.0012575,0.0012575
5,3539.7,0,1,1,0,0.00101,0.00101,0.00101
6,4089.93,0,1,1,0,0.0007625,0.0007625,0.0007625
7,4604.87,0,1,1,0,0.000515,0.000515,0.000515
8,5106.49,0,1,1,0,0.0002675,0.0002675,0.0002675
