epoch,train_loss,train_acc,val_loss,val_acc
1,0.623244,63.64,0.381860,84.31
2,0.274178,80.68,0.367564,79.41
3,0.191057,86.36,0.632831,59.80
4,0.330859,79.26,0.766751,68.63
5,0.285901,78.41,1.471298,71.57
6,0.265149,84.94,5.675207,60.78
7,0.317725,81.25,4.288033,50.00
8,0.514827,68.75,2.383022,44.12
9,0.375656,75.85,2.693158,51.96
10,0.428158,73.30,11.308035,48.04
11,0.314473,80.40,2.855308,37.25
