epoch,train_loss,train_acc,val_loss,val_acc
1,0.155784,50.85,0.127840,60.23
2,0.068145,80.11,0.069134,73.86
3,0.043094,83.52,0.071794,80.68
4,0.025607,90.06,0.103057,77.27
5,0.041547,87.50,0.056131,87.50
6,0.039181,86.65,0.188008,52.27
7,0.030902,89.20,0.833935,47.73
8,0.055987,81.25,1.971959,38.64
9,0.060169,81.53,1.679301,40.91
10,0.045848,85.51,0.135828,69.32
11,0.039878,88.35,2.107806,22.73
12,0.047442,84.09,0.218324,77.27
13,0.030095,88.35,0.090646,80.68
14,0.037006,87.50,0.104764,79.55
15,0.081309,76.42,11.158359,10.23
16,0.062719,75.28,0.259606,56.82
17,0.061034,78.98,0.336879,55.68
18,0.074467,75.00,0.658459,23.86
19,0.046590,81.25,0.062099,72.73
20,0.045216,81.82,0.065135,79.55
21,0.026317,88.35,0.187337,86.36
22,0.045714,86.36,0.102816,72.73
23,0.053454,81.25,0.132160,76.14
24,0.045257,83.81,0.064967,87.50
25,0.031019,86.36,0.138382,59.09
26,0.025289,90.91,0.063254,80.68
27,0.043007,83.52,0.466723,62.50
28,0.028854,86.08,0.057768,84.09
29,0.024456,90.34,0.070715,86.36
30,0.023113,91.48,0.155129,77.27
31,0.038772,87.50,1.191854,34.09
32,0.029305,90.34,0.050019,82.95
33,0.025678,88.92,0.062438,81.82
34,0.025021,90.06,0.077873,81.82
35,0.023668,90.06,0.174472,82.95
36,0.031040,87.50,0.077774,80.68
37,0.025517,90.34,0.169184,70.45
38,0.030670,86.93,0.056119,82.95
39,0.021077,92.33,0.054011,86.36
40,0.015281,93.18,0.054489,80.68
41,0.020754,92.61,0.048631,88.64
42,0.018018,92.61,0.048986,84.09
43,0.015500,94.60,0.056356,90.91
44,0.011359,94.89,0.084798,78.41
45,0.007823,96.59,0.083158,81.82
46,0.014074,94.60,0.080354,85.23
47,0.010607,96.02,0.073260,86.36
48,0.012804,95.45,0.091600,87.50
49,0.008890,96.59,0.082012,88.64
50,0.010924,95.74,0.062316,87.50
51,0.006187,96.02,0.091314,89.77
52,0.007978,96.31,0.075346,88.64
53,0.005772,97.73,0.080695,86.36
54,0.004038,98.01,0.079109,89.77
55,0.003663,98.30,0.074102,90.91
56,0.004459,97.73,0.076023,90.91
57,0.003228,98.01,0.081242,89.77
