epoch,train_loss,train_acc,val_loss,val_acc
1,0.051532,77.86,0.030686,85.12
2,0.033575,84.11,0.057419,71.90
3,0.034539,85.43,0.040634,81.61
4,0.033356,84.38,0.047090,77.89
5,0.040361,83.53,0.046432,80.79
6,0.038891,82.42,0.040862,77.07
7,0.036934,83.79,0.067820,67.36
8,0.041505,82.94,0.110720,58.26
9,0.043447,81.57,0.036243,81.20
10,0.045896,79.61,0.043929,78.31
11,0.047549,79.08,0.049321,78.72
12,0.042314,79.77,0.072100,65.29
13,0.049790,77.70,0.045265,79.55
14,0.044995,80.67,0.034812,82.64
15,0.037326,82.94,0.044373,80.99
16,0.041586,79.45,0.034832,84.09
17,0.037739,81.36,0.040212,79.96
18,0.040322,80.51,0.044985,80.17
19,0.045394,79.24,0.087772,57.64
20,0.040360,80.14,0.035481,82.02
21,0.039929,82.52,0.034174,82.64
22,0.039489,82.26,0.031525,83.68
23,0.036176,83.10,0.038197,80.99
24,0.038580,82.15,0.045888,75.00
25,0.033997,83.53,0.034141,82.02
26,0.029502,85.33,0.042454,81.40
27,0.029954,84.80,0.040260,79.75
28,0.036231,83.05,0.030026,84.30
29,0.037384,82.26,0.063286,75.62
30,0.032448,85.06,0.038133,80.99
31,0.032651,84.43,0.033006,84.50
32,0.033078,84.59,0.040011,81.20
33,0.030529,85.81,0.034840,82.44
34,0.030147,85.12,0.040329,80.79
35,0.031722,84.48,0.036357,81.61
36,0.029040,85.12,0.039756,81.40
37,0.030504,84.85,0.034387,82.64
38,0.028547,86.28,0.035739,80.99
39,0.033412,84.80,0.031817,84.09
40,0.027412,86.02,0.041580,80.58
41,0.026695,87.55,0.031412,86.16
42,0.029550,85.54,0.038240,81.40
43,0.028165,85.49,0.036368,83.68
44,0.025361,87.34,0.035441,82.64
45,0.026686,87.50,0.037924,84.30
46,0.026790,88.24,0.041271,80.37
47,0.023456,87.82,0.040075,80.79
48,0.027385,86.28,0.034993,83.88
49,0.025450,87.76,0.036482,81.40
50,0.024259,86.86,0.037093,84.30
51,0.024731,87.39,0.037505,81.20
52,0.023582,87.98,0.034667,85.33
53,0.026489,87.24,0.045114,80.99
54,0.020905,88.82,0.045959,75.21
55,0.021088,89.72,0.034631,83.06
56,0.021430,88.72,0.037339,84.50
57,0.020220,89.19,0.036774,83.26
58,0.020965,88.77,0.040106,83.68
59,0.018007,90.84,0.035086,84.50
60,0.019383,90.36,0.038816,84.09
61,0.017491,89.99,0.036959,85.12
62,0.018108,90.78,0.037037,84.71
63,0.017969,91.05,0.035757,85.54
64,0.017895,91.15,0.037563,83.47
65,0.016552,91.79,0.037175,84.92
66,0.015619,91.68,0.041539,85.74
67,0.014745,92.27,0.037537,85.12
68,0.014049,92.11,0.036661,85.74
69,0.016147,92.27,0.036582,86.16
70,0.014333,92.37,0.038248,84.71
71,0.012621,93.43,0.037397,84.50
72,0.013554,93.27,0.037999,85.12
73,0.012896,93.96,0.037292,85.12
74,0.013686,92.48,0.038033,84.71
75,0.011695,93.43,0.037805,84.30
