epoch,train_loss,train_acc,val_loss,val_acc
1,0.066773,76.83,0.051620,86.77
2,0.018062,91.16,0.044932,87.30
3,0.012441,94.94,0.053740,89.42
4,0.013902,94.61,0.063509,87.30
5,0.024869,92.67,0.087360,88.89
6,0.039212,87.28,0.092199,89.42
7,0.040412,85.45,0.254372,39.68
8,0.033715,85.88,0.267521,43.92
9,0.027786,89.76,0.040488,91.53
10,0.039246,87.61,0.103520,83.60
11,0.036002,86.64,0.103218,91.53
12,0.046212,84.16,0.125596,73.02
13,0.034583,88.15,0.220971,55.56
14,0.054066,82.76,0.074094,81.48
15,0.043597,84.27,0.215833,81.48
16,0.029353,88.15,0.137342,62.96
17,0.055426,85.88,0.373133,59.26
18,0.036290,88.04,0.199992,76.19
19,0.051731,83.94,0.114957,61.38
20,0.047671,82.76,0.074830,89.42
21,0.027364,90.41,0.063925,86.24
22,0.016499,93.21,0.065679,91.01
23,0.026011,88.79,0.101785,87.30
24,0.043325,86.96,0.201462,68.25
25,0.040328,85.67,0.093625,84.13
26,0.018636,91.06,0.056399,91.01
27,0.017276,92.35,0.071783,89.95
28,0.016740,93.64,0.064633,89.42
29,0.012336,94.72,0.068389,91.53
30,0.016302,94.72,0.046344,91.53
31,0.007673,96.44,0.131057,84.66
32,0.019899,93.53,0.099238,87.83
33,0.018373,92.56,0.057659,92.06
34,0.010799,96.01,0.061046,91.53
35,0.006251,97.41,0.062488,92.06
36,0.006745,97.09,0.052811,92.06
37,0.008642,96.44,0.052281,92.59
38,0.004323,98.06,0.064087,89.95
39,0.008810,95.91,0.076990,92.06
40,0.011248,95.80,0.088465,89.42
41,0.013270,94.07,0.070765,93.12
42,0.009017,94.94,0.080915,91.01
43,0.007728,97.20,0.067181,90.48
44,0.007887,97.09,0.072235,91.01
45,0.004697,97.74,0.061889,91.01
46,0.003362,98.49,0.069649,91.53
