epoch,train_loss,train_acc,val_loss,val_acc
1,0.113970,66.95,0.145287,66.08
2,0.026097,93.27,0.046829,93.99
3,0.006809,97.60,0.019290,95.76
4,0.002946,99.04,0.018197,96.47
5,0.003162,98.92,0.021345,96.47
6,0.003522,98.56,0.028943,96.82
7,0.011330,97.12,0.065571,94.35
8,0.007269,97.96,0.047682,92.93
9,0.006896,97.84,0.056219,92.23
10,0.008858,97.48,0.052577,92.58
11,0.004552,97.36,0.069044,90.11
12,0.017448,95.07,0.431063,84.10
13,0.024574,92.07,0.496918,71.38
14,0.025249,93.99,0.737666,85.51
15,0.023664,92.07,0.405242,72.44
16,0.031269,90.87,0.064462,92.93
17,0.015652,94.23,0.096591,90.46
18,0.024002,93.63,0.164410,72.08
19,0.025308,91.35,0.228350,60.07
20,0.025077,91.35,0.052968,88.34
21,0.006607,97.24,0.038749,96.11
22,0.017165,94.71,0.053271,94.35
23,0.011730,95.91,0.039276,93.64
24,0.006217,97.60,0.027670,96.11
25,0.002605,99.40,0.038723,94.35
26,0.003044,98.80,0.048937,88.34
27,0.016371,95.43,0.320811,64.66
28,0.027500,91.23,0.114582,86.57
29,0.010688,95.67,0.049884,93.64
30,0.011374,94.47,0.034951,90.81
31,0.005628,97.36,0.057238,91.87
32,0.001781,99.04,0.037670,93.29
33,0.001078,99.40,0.054969,91.87
34,0.010261,98.20,0.038255,96.11
35,0.005901,97.72,0.026135,95.05
36,0.005982,97.96,0.037043,96.47
37,0.006410,97.96,0.034177,94.35
38,0.005424,97.84,0.050531,94.70
39,0.001804,99.16,0.045115,95.41
40,0.003542,97.72,0.038659,89.75
41,0.001765,99.16,0.029709,95.76
42,0.000673,99.76,0.039573,97.53
43,0.000543,99.76,0.043465,98.23
44,0.000816,99.76,0.039371,98.23
45,0.001081,99.64,0.058214,94.35
46,0.001561,99.28,0.051263,95.41
47,0.000717,99.88,0.045655,95.41
48,0.000273,99.88,0.043593,95.76
49,0.000343,99.76,0.038729,95.41
50,0.000493,99.76,0.051401,95.05
