epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,25.8559,1.41107,3.171,2.22995,0.00359,1,0.28513,0.15283,0.72832,3.9259,1.41102,0.0002125,0.0002125,0.0002125
2,50.8559,0.52123,2.51665,1.31149,0.00416,1,0.35362,0.3357,0.37807,3.55079,0.74989,0.000423062,0.000423062,0.000423062
3,76.16,0.42717,2.06258,1.15207,0.46178,0.7,0.52102,0.51415,0.29374,2.78812,0.49856,0.000618775,0.000618775,0.000618775
4,101.217,0.36516,1.81625,1.0807,0.72954,0.90415,0.92064,0.88192,0.34521,2.35224,0.65027,0.000799638,0.000799638,0.000799638
5,125.866,0.40175,1.6018,1.09342,0.54082,0.8875,0.78964,0.72337,0.44064,2.29612,0.6599,0.00096565,0.00096565,0.00096565
6,150.527,0.34715,1.40272,1.04339,0.83345,0.62858,0.68038,0.64512,0.34238,2.3668,0.57272,0.00104375,0.00104375,0.00104375
7,175.002,0.30683,1.30237,1.00344,0.66417,0.69513,0.7347,0.64209,0.39291,3.62468,0.55793,0.0010025,0.0010025,0.0010025
8,199.695,0.26702,1.20954,1.00129,0.84775,0.69599,0.81343,0.67944,0.55856,2.13022,0.68817,0.00096125,0.00096125,0.00096125
9,224.227,0.26365,1.10902,1.00595,0.70188,0.79935,0.85013,0.84894,0.23803,2.57229,0.45101,0.00092,0.00092,0.00092
10,248.868,0.24934,1.12157,0.99736,0.88076,0.92105,0.97,0.871,0.37613,1.60038,0.61716,0.00087875,0.00087875,0.00087875
11,273.414,0.2365,1.06418,0.98491,0.89768,0.95712,0.9825,0.92404,0.31944,1.49778,0.54488,0.0008375,0.0008375,0.0008375
12,298.385,0.20685,1.05874,0.97584,0.89766,0.71644,0.84645,0.74902,0.46962,2.16718,0.72153,0.00079625,0.00079625,0.00079625
13,323.616,0.20563,0.94094,0.96114,0.91309,0.94156,0.94675,0.85538,0.4697,1.67583,0.79722,0.000755,0.000755,0.000755
14,349.197,0.20225,0.93279,0.9676,0.80144,0.86144,0.92252,0.88018,0.32758,1.6076,0.52483,0.00071375,0.00071375,0.00071375
15,375.14,0.19352,0.93869,0.9551,0.8376,0.92805,0.99406,0.94551,0.36452,1.52106,0.54806,0.0006725,0.0006725,0.0006725
16,401.53,0.18602,0.83141,0.94199,0.92368,0.9904,0.995,0.93086,0.38979,1.17945,0.56706,0.00063125,0.00063125,0.00063125
17,427.765,0.20102,0.85449,0.94979,0.82393,0.93244,0.99406,0.95266,0.34089,1.21323,0.56004,0.00059,0.00059,0.00059
18,453.679,0.19031,0.78647,0.92327,0.94553,0.99419,0.995,0.995,0.23131,1.10711,0.42975,0.00054875,0.00054875,0.00054875
19,479.235,0.16982,0.77743,0.93871,0.94416,0.94161,0.97417,0.97417,0.27061,1.20955,0.48335,0.0005075,0.0005075,0.0005075
20,505.346,0.16752,0.75834,0.95862,0.80931,0.92009,0.97219,0.97219,0.29244,1.30932,0.46288,0.00046625,0.00046625,0.00046625
21,531.872,0.15347,1.54066,0.99217,0.76164,0.96298,0.97868,0.97868,0.22276,1.38233,0.35063,0.000425,0.000425,0.000425
22,558.677,0.13679,1.46986,0.96656,0.92114,0.95335,0.995,0.995,0.22759,1.15384,0.34611,0.00038375,0.00038375,0.00038375
23,587.459,0.12698,1.25435,0.96479,0.98086,1,0.995,0.995,0.21515,1.00162,0.32494,0.0003425,0.0003425,0.0003425
24,615.288,0.1149,1.24255,0.96475,0.98463,1,0.995,0.995,0.16105,0.9075,0.26426,0.00030125,0.00030125,0.00030125
25,642.651,0.10693,1.22642,0.93901,0.98203,1,0.995,0.995,0.17964,0.92439,0.28389,0.00026,0.00026,0.00026
26,669.683,0.098,1.16485,0.93539,0.92848,1,0.995,0.995,0.23713,1.05236,0.34599,0.00021875,0.00021875,0.00021875
27,696.294,0.12028,1.11154,0.94049,0.94743,0.98234,0.995,0.995,0.22509,1.03734,0.33551,0.0001775,0.0001775,0.0001775
28,723.001,0.07721,1.10643,0.93602,0.97545,0.97285,0.995,0.995,0.18187,0.96866,0.29012,0.00013625,0.00013625,0.00013625
