epoch,train_loss,train_acc,val_loss,val_acc
1,0.079656,77.16,0.014277,98.84
2,0.011882,95.55,0.010479,95.36
3,0.010320,95.67,0.012076,97.39
4,0.009488,95.43,0.014204,98.26
5,0.010324,96.03,0.010988,95.36
6,0.011742,95.07,0.036323,89.86
7,0.005723,97.24,0.001708,99.42
8,0.028384,90.75,0.012079,97.10
9,0.037220,86.18,0.079841,81.16
10,0.036270,84.50,0.015079,95.65
11,0.030909,89.06,0.017720,92.75
12,0.047587,76.32,0.418300,77.68
13,0.041848,78.61,0.051775,85.80
14,0.033570,83.05,0.011857,97.10
15,0.022299,88.94,0.005519,97.68
16,0.020319,90.14,0.027789,93.91
17,0.031919,86.06,0.137365,65.80
18,0.026501,88.34,0.027147,94.20
19,0.030061,87.62,0.245462,56.52
20,0.032844,87.26,0.138626,66.96
21,0.052481,78.00,0.150487,86.09
22,0.029814,81.85,0.015038,95.94
23,0.024456,87.38,0.030439,95.07
24,0.015245,91.23,0.002695,99.13
25,0.011651,95.43,0.009647,97.10
26,0.011204,95.07,0.014000,97.39
27,0.010048,94.11,0.007626,96.81
28,0.012615,94.47,0.009104,95.07
29,0.019732,90.38,0.004310,97.68
30,0.019759,92.55,0.012881,96.52
31,0.013234,94.71,0.018614,95.07
32,0.009629,96.15,0.005236,97.68
33,0.007189,96.27,0.003204,98.84
34,0.005804,97.36,0.006387,96.81
35,0.007016,96.39,0.010429,96.52
36,0.009412,95.67,0.008415,97.68
