epoch,train_loss,train_acc,val_loss,val_acc
1,1.087567,59.38,1.183544,44.12
2,0.351430,86.36,0.356316,85.29
3,0.339141,85.51,0.373575,84.31
4,0.254879,86.65,1.480636,81.37
5,0.489970,82.39,1.315374,70.59
6,0.474617,80.40,4.184472,27.45
7,0.532230,80.11,5.073708,54.90
8,0.720068,74.72,223.247967,30.39
9,0.992042,64.20,638.845215,27.45
10,1.213200,69.32,23.399774,20.59
11,0.806677,69.60,8.470839,52.94
12,1.206757,65.62,660.242915,11.76
