epoch,train_loss,train_acc,val_loss,val_acc
1,0.356788,71.43,0.074379,98.14
2,0.071538,92.97,0.040278,95.34
3,0.060583,95.42,0.030289,97.20
4,0.113301,89.62,0.210591,97.20
5,0.295648,76.45,1.253234,67.08
6,0.284818,73.33,0.217857,95.65
7,0.184287,80.69,0.049768,96.89
8,0.157497,81.58,0.192291,96.58
9,0.105422,87.95,0.051677,95.34
10,0.080999,92.19,0.159306,95.96
11,0.096167,88.39,0.191788,95.34
