epoch,train_loss,train_acc,val_loss,val_acc
1,0.127092,61.78,0.142057,50.52
2,0.050960,86.30,0.082788,75.95
3,0.024742,90.02,0.054262,86.94
4,0.012880,94.47,0.047749,89.00
5,0.007262,96.51,0.037769,94.16
6,0.003583,98.56,0.036055,93.13
7,0.006462,97.48,0.034242,92.78
8,0.010016,97.00,0.047850,87.29
9,0.014548,95.07,0.050751,91.75
10,0.015939,95.07,0.077592,89.69
11,0.035415,89.06,0.044816,92.44
12,0.031919,89.90,0.090655,93.81
13,0.030264,89.90,0.113902,86.25
14,0.037209,87.38,0.083847,91.75
15,0.035475,89.06,0.212463,80.07
16,0.060234,79.33,0.149591,70.10
17,0.036312,87.14,0.826785,87.97
18,0.043510,84.01,0.193149,92.44
19,0.041674,85.34,0.075918,77.66
20,0.034217,88.94,0.088921,75.60
21,0.025262,91.11,0.056179,90.72
22,0.020635,92.07,0.052276,92.78
23,0.019121,92.19,0.051704,94.85
24,0.011286,94.59,0.058839,96.56
25,0.007835,96.51,0.049740,95.19
26,0.007565,96.39,0.069626,95.19
27,0.006021,96.88,0.055843,94.85
28,0.009610,95.67,0.066348,92.44
29,0.008799,96.03,0.068726,93.13
30,0.007163,96.88,0.056425,94.16
31,0.005420,98.32,0.043805,94.50
32,0.004307,97.36,0.056458,94.50
33,0.004694,97.84,0.057110,93.47
34,0.005851,97.00,0.048116,94.50
35,0.005954,96.75,0.051365,94.85
36,0.001318,99.40,0.055461,94.85
37,0.005898,98.32,0.065434,95.88
38,0.009407,97.36,0.060491,94.85
39,0.003214,98.08,0.056200,95.53
40,0.002736,98.80,0.053654,95.53
41,0.002881,98.44,0.060513,94.85
42,0.003788,98.80,0.043197,95.88
43,0.002565,99.04,0.038507,95.53
44,0.003773,98.32,0.065599,89.00
45,0.003681,98.68,0.050256,95.19
46,0.004416,97.24,0.063037,95.53
47,0.003499,98.44,0.049658,96.22
48,0.002339,99.16,0.044161,96.22
49,0.001308,99.52,0.046015,95.53
50,0.001869,99.16,0.052318,95.19
51,0.000543,99.76,0.053661,95.53
52,0.001727,99.28,0.053966,95.19
53,0.000602,99.64,0.055884,95.53
54,0.001838,98.80,0.049128,94.85
55,0.000277,99.88,0.045422,94.50
