epoch,train_loss,train_acc,val_loss,val_acc
1,0.114352,65.78,0.131974,48.15
2,0.036915,87.03,0.063380,74.60
3,0.015752,94.22,0.037473,90.48
4,0.007154,96.88,0.030646,93.92
5,0.007699,97.50,0.028688,93.39
6,0.011986,94.84,0.071685,74.87
7,0.007186,97.34,0.050132,84.13
8,0.021541,93.91,0.207587,63.23
9,0.029178,91.41,0.049434,93.39
10,0.023322,92.50,0.062597,87.83
11,0.040738,89.38,0.087318,92.59
12,0.032452,89.53,0.084731,92.86
13,0.042537,86.09,0.221384,69.84
14,0.019542,93.44,0.101634,71.69
15,0.026776,90.16,0.084381,86.24
16,0.035033,88.28,0.057492,92.59
17,0.031233,89.84,0.126416,43.65
18,0.021515,92.19,0.181835,58.47
19,0.037031,87.81,0.054747,82.80
20,0.023180,91.41,0.050979,85.71
21,0.015552,94.38,0.049654,93.65
22,0.024751,91.25,0.060798,88.62
23,0.013976,94.69,0.047697,96.03
24,0.015205,96.56,0.054811,92.59
25,0.004816,97.34,0.030626,96.56
26,0.018463,94.38,0.037881,93.92
27,0.010464,96.56,0.047437,86.24
28,0.009201,95.47,0.059551,93.65
29,0.017276,93.91,0.033325,95.77
30,0.008340,96.41,0.031957,94.44
31,0.005957,96.88,0.048608,91.27
32,0.008126,96.72,0.040339,94.71
33,0.006526,97.50,0.046163,87.30
34,0.005080,98.12,0.055645,93.39
35,0.005017,97.66,0.052211,93.39
36,0.002145,99.06,0.065979,95.50
37,0.004366,97.97,0.047269,94.71
