epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,169.063,0.62711,0.89677,1,0.38462,0.000415691,0.000415691,0.000415691
2,550.434,0.39598,0.89677,1,0.3357,0.00055768,0.00055768,0.00055768
3,2801.35,0.37412,0.84516,1,0.53886,0.000424668,0.000424668,0.000424668
