epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.1099,1.68528,3.64072,1.27551,0.07299,0.59506,0.06963,0.0343,1.78886,6.03988,1.24918,0.08408,8e-05,8e-05
2,17.8421,1.23559,1.27262,1.06367,0.41591,0.75575,0.52863,0.33647,1.17253,2.18833,1.11484,0.0671634,0.000163367,0.000163367
3,23.3935,1.06512,1.03553,1.01159,0.55206,0.55578,0.54458,0.34209,1.31295,1.48832,1.26262,0.050245,0.00024505,0.00024505
4,28.865,1.06968,0.99818,1.01623,0.55778,0.69478,0.64577,0.43068,1.05609,1.20834,1.05144,0.0333251,0.000325051,0.000325051
5,34.4039,0.99496,0.92877,0.97431,0.53867,0.64955,0.59238,0.38953,1.09289,1.28424,1.01173,0.0164034,0.000403368,0.000403368
6,39.9546,1.04958,0.89265,1.00563,0.63934,0.64413,0.64536,0.44925,0.89447,1.03359,0.94275,0.00047525,0.00047525,0.00047525
7,45.4024,0.97608,0.85293,0.98665,0.64004,0.67372,0.70237,0.51921,0.76519,0.89055,0.90219,0.0004703,0.0004703,0.0004703
8,50.9741,0.92945,0.83297,0.97012,0.44062,0.65446,0.51209,0.27868,1.48731,1.63671,1.21507,0.00046535,0.00046535,0.00046535
9,56.3433,1.02515,0.84093,1.0321,0.57079,0.61478,0.56278,0.3257,1.47461,1.1602,1.15723,0.0004604,0.0004604,0.0004604
10,61.7526,1.0031,0.93381,0.98087,0.61843,0.66155,0.68489,0.49779,0.81708,1.07611,0.92684,0.00045545,0.00045545,0.00045545
11,67.1256,1.00821,0.85012,0.97982,0.66571,0.65799,0.69103,0.48064,0.89092,0.97978,0.94358,0.0004505,0.0004505,0.0004505
12,72.5251,0.91118,0.82448,0.96208,0.46229,0.64585,0.50982,0.3695,0.86225,1.65456,0.94414,0.00044555,0.00044555,0.00044555
13,77.9211,0.89876,0.80291,0.94688,0.56534,0.6716,0.64024,0.40401,1.13001,2.27971,1.03833,0.0004406,0.0004406,0.0004406
14,83.3063,0.92077,0.80669,0.95485,0.63826,0.7651,0.73399,0.52115,0.92366,0.92748,0.99859,0.00043565,0.00043565,0.00043565
15,88.7437,0.902,0.76221,0.96329,0.62041,0.63229,0.63969,0.47598,0.76576,1.14449,0.92149,0.0004307,0.0004307,0.0004307
