epoch,train_loss,train_acc,val_loss,val_acc
1,0.045917,83.65,0.006003,97.10
2,0.007776,96.75,0.002825,99.13
3,0.007760,96.75,0.004727,99.13
4,0.005914,97.24,0.018050,94.78
5,0.010614,96.27,0.102887,78.84
6,0.026702,90.99,0.118506,83.19
7,0.027006,90.02,0.213265,67.83
8,0.035207,84.86,0.028206,87.83
9,0.025218,89.78,0.074134,79.13
10,0.025300,87.74,0.219828,65.51
11,0.017332,92.43,0.078994,83.19
12,0.030698,87.14,0.286235,71.59
13,0.050711,80.05,0.071549,88.12
14,0.025692,86.78,0.186993,64.64
15,0.046723,78.37,0.015586,95.36
16,0.013365,93.99,0.013456,97.10
17,0.015527,92.67,0.039366,91.30
18,0.029594,87.98,0.058658,68.41
19,0.028513,89.18,0.007301,98.84
20,0.014549,93.27,0.004358,97.97
21,0.012958,94.47,0.016826,94.78
22,0.010319,95.91,0.014775,97.10
23,0.021936,91.47,0.004582,97.97
24,0.010143,95.43,0.014704,91.59
25,0.011841,93.51,0.003724,97.97
26,0.009375,95.91,0.003118,98.84
27,0.007475,96.39,0.004942,99.13
28,0.008507,96.27,0.004264,98.55
29,0.008443,96.27,0.008637,96.81
30,0.006328,96.63,0.000640,99.42
31,0.030868,96.39,0.025018,96.52
32,0.052497,89.06,0.012301,96.81
33,0.015083,93.87,0.003242,99.13
34,0.011825,94.95,0.020014,93.62
35,0.007121,96.51,0.001886,99.42
36,0.036568,95.31,0.015488,93.62
37,0.040122,92.19,0.043858,91.01
38,0.011542,93.87,0.007613,98.84
39,0.005384,97.36,0.000990,99.71
40,0.007137,97.00,0.004407,98.84
41,0.025184,94.47,1.058751,56.81
42,0.015648,93.87,0.004068,97.97
43,0.009261,95.79,0.001233,99.71
44,0.008148,95.43,0.000916,99.42
