epoch,train_loss,train_acc,val_loss,val_acc
1,0.187626,32.42,0.183829,34.91
2,0.137811,63.28,0.148800,55.66
3,0.108126,65.62,0.088597,79.25
4,0.068468,80.86,0.050400,85.85
5,0.038419,86.33,0.053181,76.42
6,0.029863,89.84,0.053896,79.25
7,0.018986,92.58,0.056802,83.02
8,0.027571,91.41,0.065934,83.02
9,0.020672,91.02,0.079294,81.13
10,0.029105,92.97,0.128790,71.70
11,0.039599,89.06,0.099613,82.08
12,0.054768,84.77,0.180559,78.30
13,0.065234,79.69,0.236231,62.26
14,0.047115,86.33,0.284086,56.60
15,0.049727,87.50,0.140212,76.42
16,0.053561,83.20,0.137920,71.70
17,0.057201,83.98,0.201722,69.81
18,0.053552,83.59,0.830278,59.43
19,0.045476,86.33,1.296655,22.64
20,0.032018,86.33,0.210538,63.21
21,0.048057,86.72,0.097685,76.42
22,0.083526,80.86,0.304607,77.36
23,0.070560,79.30,1.347230,40.57
24,0.044670,86.33,0.119438,83.96
25,0.046961,87.11,0.056880,82.08
26,0.035581,90.23,0.030541,89.62
27,0.030351,91.41,0.077760,86.79
28,0.018100,94.53,0.059957,89.62
29,0.014116,94.14,0.075571,83.02
30,0.024788,92.19,0.034251,88.68
31,0.039058,89.45,0.041263,88.68
32,0.026098,89.45,0.055769,82.08
33,0.030348,90.62,0.113546,71.70
34,0.023394,92.58,0.075207,78.30
35,0.032258,90.62,0.038966,89.62
36,0.015382,94.14,0.088637,81.13
37,0.024439,90.62,0.078590,87.74
38,0.012602,94.53,0.048954,84.91
39,0.017262,94.14,0.047583,83.02
40,0.009374,94.14,0.057222,83.96
41,0.007835,95.70,0.051501,87.74
42,0.004136,97.66,0.037843,90.57
43,0.006713,98.05,0.033644,91.51
44,0.006041,97.27,0.034658,91.51
45,0.005191,98.44,0.037051,90.57
46,0.002110,99.22,0.044633,89.62
47,0.005065,97.27,0.043082,89.62
48,0.004341,97.27,0.050332,88.68
