epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.88237,2.76813,5.15775,1.62144,0,0,0,0,2.96345,5.98258,1.73254,0.09602,2e-05,2e-05
2,7.24296,2.62818,4.52792,1.50965,0.0442,0.58551,0.04041,0.01678,2.11045,9.95009,1.02069,0.0910446,4.45545e-05,4.45545e-05
3,10.6935,1.7496,1.82979,0.99298,0.45426,0.37971,0.3687,0.15264,2.13501,2.04712,0.94988,0.0860686,6.8614e-05,6.8614e-05
4,13.7017,1.91076,1.37369,1.01262,0.5215,0.17971,0.25842,0.07129,2.39986,3.12967,0.96799,0.0810922,9.21785e-05,9.21785e-05
5,16.3195,1.72697,1.25771,0.96897,0.64546,0.35356,0.42769,0.12903,2.24241,3.0697,0.92545,0.0761152,0.000115248,0.000115248
6,18.8893,1.55309,1.09111,0.94557,0.54023,0.54493,0.52097,0.19801,2.06461,4.24571,0.94166,0.0711378,0.000137823,0.000137823
7,21.8676,1.54811,1.16198,0.96347,0.29988,0.74493,0.50425,0.23975,1.95036,3.03688,0.94179,0.0661599,0.000159902,0.000159902
8,24.8224,1.55537,1.07141,0.96587,0.52869,0.51699,0.54851,0.21515,2.0388,2.33502,0.94262,0.0611815,0.000181487,0.000181487
9,27.3899,1.55186,1.0093,0.94781,0.61843,0.66708,0.63303,0.2716,1.84604,1.86463,0.92027,0.0562026,0.000202576,0.000202576
10,27.9124,1.43625,0.92982,0.95015,0.5666,0.64042,0.59606,0.24943,2.00913,1.51921,0.99249,0.0512232,0.000223171,0.000223171
11,30.421,1.541,0.97249,0.94148,0.4847,0.62609,0.48975,0.20673,2.0369,1.44816,1.01112,0.0462433,0.00024327,0.00024327
12,32.9309,1.3976,0.87452,0.94072,0.68574,0.5942,0.6627,0.30875,1.87304,1.34364,0.97662,0.0412629,0.000262874,0.000262874
13,35.7536,1.4293,0.85996,0.93327,0.74034,0.71304,0.71208,0.27467,2.16,1.22158,1.05196,0.036282,0.000281984,0.000281984
14,38.2522,1.50861,0.86841,0.94124,0.70262,0.8,0.79628,0.41754,1.73035,1.14781,0.96032,0.0313006,0.000300598,0.000300598
15,41.121,1.41415,0.83427,0.95021,0.64675,0.70582,0.70157,0.30118,2.06837,1.24057,1.06174,0.0263187,0.000318718,0.000318718
16,43.6277,1.41673,0.85373,0.92233,0.65696,0.82899,0.7735,0.39314,1.75158,1.30073,0.95916,0.0213363,0.000336343,0.000336343
17,46.0816,1.36309,0.79623,0.93021,0.8444,0.82319,0.8469,0.38562,1.86284,1.24999,0.97967,0.0163535,0.000353472,0.000353472
18,48.6902,1.38733,0.79209,0.92998,0.85175,0.7913,0.83107,0.40873,1.7769,1.22304,0.9671,0.0113701,0.000370106,0.000370106
19,51.2025,1.25031,0.72999,0.91881,0.73399,0.76812,0.77453,0.3392,1.97326,1.25255,0.9992,0.00638625,0.000386246,0.000386246
20,53.696,1.34671,0.77472,0.90813,0.81199,0.82621,0.82679,0.34646,1.87833,1.59623,0.94343,0.00140189,0.000401891,0.000401891
21,56.2171,1.51557,0.84507,0.95358,0.78543,0.78551,0.78393,0.29544,2.00209,1.30329,0.9727,0.000401,0.000401,0.000401
