epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,2.27302,0,1,1,0,0.00032,0.00032,0.00032
2,4.36389,0,1,1,0,0.00052932,0.00052932,0.00052932
3,6.4684,0,1,1,0,0.000604,0.000604,0.000604
4,8.49139,0,1,1,0,0.00054404,0.00054404,0.00054404
5,10.5142,0,1,1,0,0.00034944,0.00034944,0.00034944
