epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.4998,3.5148,12.4273,3.42299,0.00191,0.34444,0.01974,0.01596,4.2336,6.5358,3.30254,0.09005,5e-05,5e-05
2,26.7828,2.25138,2.37392,2.35051,1,0.03333,0.51666,0.39657,3.03753,10.1755,2.80189,0.079104,0.000103961,0.000103961
3,29.4012,2.19042,1.70029,2.30355,0.96,0.26667,0.61539,0.40698,3.16595,9.1536,3.02374,0.0681568,0.000156832,0.000156832
4,31.9642,2.16266,1.57243,2.26771,0.86533,0.85677,0.90755,0.65284,2.40981,2.3902,2.37336,0.0572086,0.000208615,0.000208615
5,34.5512,2.01416,1.59614,2.18842,0.76921,0.37778,0.51401,0.31808,3.0701,6.53711,2.9576,0.0462593,0.000259308,0.000259308
6,38.0461,1.96785,1.55015,2.17419,0.95825,0.51006,0.6886,0.52802,2.98284,76.545,2.86719,0.0353089,0.000308913,0.000308913
7,41.7223,1.98287,1.44802,2.17571,0.91743,0.88889,0.92969,0.6092,2.7027,1.53538,2.63967,0.0243574,0.000357428,0.000357428
8,45.3646,1.91058,1.56521,2.1621,0.81732,0.81111,0.87766,0.63262,2.09052,1.80224,2.25376,0.0134049,0.000404855,0.000404855
9,48.8991,1.79323,1.32691,2.08824,0.63666,0.56464,0.65406,0.47901,2.02241,5.10631,2.18819,0.00245119,0.000451192,0.000451192
10,52.4354,1.70208,1.32622,2.03098,0.74119,0.68889,0.72655,0.53888,2.06454,3.95861,2.23418,0.00045545,0.00045545,0.00045545
11,56.0376,1.6931,1.32354,2.03068,0.93889,0.85363,0.90738,0.53889,3.11803,1.64451,2.91612,0.0004505,0.0004505,0.0004505
12,59.5874,1.7388,1.33898,2.05315,0.8874,0.87572,0.92259,0.71905,1.7756,1.31344,2.04388,0.00044555,0.00044555,0.00044555
13,63.1802,1.80714,1.43393,2.12629,0.8894,0.81111,0.89515,0.69079,1.8863,1.43901,2.10511,0.0004406,0.0004406,0.0004406
14,66.8024,1.84497,1.36311,2.05948,0.82781,0.57778,0.7128,0.55401,2.44611,3.50135,2.46115,0.00043565,0.00043565,0.00043565
15,70.3695,1.77818,1.20545,2.06722,0.87563,0.88889,0.90245,0.72279,1.71133,1.25333,2.0122,0.0004307,0.0004307,0.0004307
16,74.4634,1.68843,1.07649,2.03797,0.86893,0.88396,0.93341,0.74691,1.73339,1.06201,1.99629,0.00042575,0.00042575,0.00042575
