epoch,train_loss,train_acc,val_loss,val_acc
1,0.154001,69.47,0.271870,27.49
2,0.026328,92.19,0.115019,72.85
3,0.025655,94.35,0.066507,94.85
4,0.025156,92.67,0.083934,94.85
5,0.031706,91.83,0.084913,94.85
6,0.031604,92.19,0.109547,93.81
7,0.040742,90.62,0.409928,77.66
8,0.042563,88.70,0.324645,73.88
9,0.057635,87.50,0.341734,86.94
10,0.058236,85.94,0.341863,62.20
11,0.062726,84.86,0.329843,87.29
12,0.075498,82.81,1.095954,33.33
13,0.073738,83.05,0.828269,52.23
14,0.091097,78.97,0.159539,87.97
15,0.062698,83.53,0.170528,93.13
16,0.063448,84.74,0.228384,83.85
17,0.090847,80.65,1.303827,86.94
18,0.136149,76.56,0.549997,87.29
19,0.099551,77.04,0.906738,57.73
20,0.073390,78.61,0.184619,90.72
21,0.057793,84.74,0.105341,93.13
22,0.050540,86.30,0.137137,93.13
23,0.054527,88.22,0.112051,87.63
24,0.041882,86.78,0.064177,92.44
25,0.032901,89.66,0.089667,93.47
26,0.031286,91.35,0.066104,91.07
27,0.024971,91.71,0.055217,95.19
28,0.031114,91.95,0.070263,95.19
29,0.024634,92.67,0.123397,89.35
30,0.017761,94.35,0.086304,95.53
31,0.021835,92.19,0.082390,94.85
32,0.015361,93.75,0.089464,95.53
33,0.015972,94.71,0.078281,95.19
34,0.012171,95.55,0.057976,95.53
35,0.006218,97.60,0.084551,95.88
36,0.005222,98.32,0.093055,96.22
37,0.009909,95.91,0.134071,94.16
38,0.008076,97.12,0.110554,94.50
39,0.008596,96.88,0.090689,95.19
40,0.011150,96.51,0.103761,93.13
41,0.007628,96.88,0.095460,95.19
42,0.007662,97.12,0.066741,93.13
