epoch,train_loss,train_acc,val_loss,val_acc
1,0.046820,79.03,0.039355,80.37
2,0.040493,79.61,0.038952,80.37
3,0.038513,83.00,0.042856,81.82
4,0.034456,84.85,0.045436,81.20
5,0.037832,82.31,0.040682,81.20
6,0.032521,85.49,0.071830,64.88
7,0.037066,82.79,0.036593,83.26
8,0.041664,81.78,0.070917,76.24
9,0.035027,83.21,0.040869,80.58
10,0.045799,80.77,0.046568,80.58
11,0.047169,79.29,0.075973,80.37
12,0.038260,82.47,0.045584,82.44
13,0.038413,81.94,0.045122,77.27
14,0.036608,82.10,0.051490,81.61
15,0.035252,83.37,0.047951,77.69
16,0.036034,83.90,0.050377,80.37
17,0.036946,84.38,0.053133,75.41
18,0.062357,80.72,0.466761,34.30
19,0.088011,68.06,2.851429,39.88
20,0.071889,68.70,0.096932,65.91
21,0.067816,70.29,0.067791,77.69
22,0.073344,72.72,0.063583,75.41
23,0.053675,74.84,0.039467,78.93
24,0.052753,74.84,0.037797,79.75
25,0.044281,79.61,0.035199,82.23
26,0.045586,79.34,0.034633,81.82
27,0.047973,76.75,0.041421,79.75
28,0.046045,77.70,0.040628,79.55
29,0.045517,78.02,0.033193,84.09
30,0.038434,82.04,0.035348,82.44
31,0.044534,79.45,0.034422,84.50
32,0.038117,82.26,0.041702,79.55
33,0.040067,80.83,0.037143,82.85
34,0.043408,80.19,0.033530,83.88
35,0.037603,82.31,0.036297,82.02
36,0.040410,80.93,0.031297,85.12
37,0.035786,82.20,0.035016,83.88
38,0.037378,82.04,0.040022,80.79
39,0.038233,83.05,0.033565,83.47
40,0.033627,83.63,0.034683,82.64
41,0.035711,82.79,0.034136,82.64
42,0.039225,82.36,0.038991,80.17
43,0.037371,82.73,0.032157,83.26
44,0.036569,82.42,0.032609,83.06
45,0.036746,81.67,0.034220,83.06
46,0.034067,83.26,0.032523,83.26
47,0.034638,83.69,0.035028,82.23
48,0.031594,84.96,0.046936,77.89
49,0.038945,83.00,0.036150,82.44
50,0.033353,84.64,0.033642,82.85
51,0.034560,84.22,0.034031,84.09
52,0.032702,84.75,0.032491,83.68
53,0.028654,85.91,0.033875,83.47
54,0.030224,86.07,0.030858,83.26
55,0.027511,86.92,0.031925,83.88
56,0.036182,83.53,0.031602,83.47
57,0.029886,85.75,0.030626,83.88
58,0.027201,84.96,0.032192,84.30
59,0.028689,87.66,0.032934,84.30
60,0.029119,86.23,0.036835,82.44
61,0.030137,86.12,0.034521,82.02
62,0.026415,86.92,0.031331,84.50
63,0.028495,88.24,0.033975,83.47
64,0.027439,87.50,0.032577,85.33
65,0.024477,87.82,0.032624,82.64
66,0.025903,87.82,0.033797,85.12
67,0.029071,86.76,0.033862,84.71
68,0.026733,87.24,0.033719,84.50
69,0.025363,87.66,0.035133,84.92
70,0.026290,87.29,0.033438,84.92
71,0.026041,88.24,0.034236,84.30
72,0.026026,87.24,0.032831,85.12
73,0.024585,87.87,0.033341,84.50
74,0.029647,86.12,0.033749,84.30
75,0.029652,85.38,0.034372,84.09
