epoch,train_loss,train_acc,val_loss,val_acc
1,0.078586,76.08,0.019681,97.10
2,0.017854,91.95,0.004932,98.84
3,0.006204,97.48,0.008946,95.07
4,0.006577,97.72,0.005572,98.84
5,0.007676,96.63,0.012019,96.81
6,0.012140,96.03,0.010192,97.10
7,0.019357,94.47,0.043417,88.99
8,0.013079,95.55,0.028775,90.14
9,0.026316,91.71,0.015714,97.97
10,0.030294,90.02,0.016551,97.68
11,0.035560,89.42,0.074793,70.43
12,0.040586,86.66,0.037020,95.36
13,0.035394,90.50,0.010065,97.68
14,0.023579,91.47,0.051400,86.38
15,0.023721,91.83,0.047928,78.84
16,0.025917,91.83,0.004463,98.55
17,0.017671,93.39,0.005935,97.68
18,0.015067,94.71,0.003139,99.42
19,0.014903,95.07,0.010603,98.26
20,0.031871,88.58,0.144210,90.72
21,0.024813,90.99,0.027431,94.20
22,0.023684,90.14,0.015054,93.62
23,0.017998,92.91,0.015459,96.52
24,0.021567,91.71,0.008503,98.55
25,0.014329,95.43,0.029810,91.01
26,0.009974,97.00,0.021357,91.01
27,0.003774,97.96,0.006645,97.97
28,0.005851,97.60,0.004673,99.71
29,0.001773,99.04,0.011572,98.84
30,0.012860,95.07,0.004845,98.84
31,0.006233,97.72,0.008043,99.42
