epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,40.1189,1.37966,3.18373,2.18159,0.00347,1,0.27174,0.19749,1.01628,3.91718,2.63985,0.0002125,0.0002125,0.0002125
2,78.364,0.53266,2.78046,1.3113,0.00393,1,0.44731,0.38346,0.49043,3.78704,0.95429,0.000428838,0.000428838,0.000428838
3,116.415,0.42374,2.38043,1.16821,0.00446,1,0.56798,0.41641,0.83972,3.83527,1.43916,0.000636265,0.000636265,0.000636265
4,154.163,0.39646,2.05247,1.1127,0.00425,1,0.74398,0.54585,0.99394,3.97064,1.10694,0.000834782,0.000834782,0.000834782
5,191.878,0.37394,1.72034,1.06539,0.49738,0.68695,0.7126,0.4343,1.12411,3.39717,1.30013,0.00102439,0.00102439,0.00102439
6,230.172,0.35449,1.48222,1.05584,0.5339,0.58883,0.64811,0.58105,0.43016,2.75351,0.92805,0.00112625,0.00112625,0.00112625
7,270.596,0.31267,1.30541,1.01086,0.8393,0.95034,0.94976,0.35014,1.30805,4.13816,1.58789,0.0011015,0.0011015,0.0011015
8,308.671,0.28872,1.18057,1.01072,0.72883,0.81207,0.82073,0.59867,0.52276,3.60796,0.71067,0.00107675,0.00107675,0.00107675
9,346.515,0.29645,1.15475,1.01817,0.87077,0.55233,0.70193,0.66638,0.25184,3.01691,0.41998,0.001052,0.001052,0.001052
10,387.057,0.31816,1.17405,1.03407,0.87815,0.84211,0.93217,0.89154,0.33924,2.15839,0.52317,0.00102725,0.00102725,0.00102725
11,424.822,0.30001,1.12998,1.02236,0.82824,0.69546,0.8587,0.56278,0.79211,3.47223,1.03613,0.0010025,0.0010025,0.0010025
12,463.13,0.25835,1.17224,0.99927,0.742,0.70886,0.83462,0.63558,0.73922,3.05389,1.18654,0.00097775,0.00097775,0.00097775
13,502.045,0.25795,1.06323,0.9904,0.90122,0.94096,0.98667,0.80488,0.66368,2.00686,1.02409,0.000953,0.000953,0.000953
14,542.009,0.24679,0.94668,0.9888,0.90909,0.95463,0.995,0.8778,0.57404,1.45189,0.93234,0.00092825,0.00092825,0.00092825
15,580.783,0.22872,0.93211,0.97394,0.95623,0.95789,0.995,0.86169,0.53065,2.23212,0.86238,0.0009035,0.0009035,0.0009035
16,623.479,0.22269,0.90642,0.95743,0.82748,0.91008,0.9325,0.84127,0.48866,1.76848,0.72124,0.00087875,0.00087875,0.00087875
17,661.76,0.24405,0.86683,0.97081,0.8049,0.83462,0.96618,0.85207,0.60948,1.86214,1.04188,0.000854,0.000854,0.000854
18,700.058,0.22488,0.78611,0.9396,0.89613,0.9,0.93052,0.84633,0.52314,1.68305,0.89127,0.00082925,0.00082925,0.00082925
19,737.921,0.21092,0.8106,0.95559,0.85918,0.85615,0.89262,0.79188,0.54879,1.83549,0.8398,0.0008045,0.0008045,0.0008045
20,776.06,0.22123,0.79644,0.98441,0.89024,0.98076,0.995,0.85329,0.52144,1.45925,0.78743,0.00077975,0.00077975,0.00077975
