epoch,train_loss,train_acc,val_loss,val_acc
1,0.099765,70.43,0.165510,37.46
2,0.023908,92.31,0.095009,77.74
3,0.010795,95.07,0.054462,92.58
4,0.005373,97.72,0.033670,95.76
5,0.004069,98.68,0.038453,96.11
6,0.005019,98.32,0.030504,95.41
7,0.005633,97.96,0.052423,88.34
8,0.004635,98.44,0.070692,87.28
9,0.006688,97.36,0.040623,94.35
10,0.007699,98.08,0.339535,77.03
11,0.014231,94.83,0.053224,95.41
12,0.010739,96.75,0.063115,81.98
13,0.015173,95.31,0.098707,72.44
14,0.027780,92.67,0.075909,95.41
15,0.020730,93.03,0.291039,93.99
16,0.022160,90.62,0.274852,95.76
17,0.025243,92.31,0.101539,88.69
18,0.021901,93.39,0.079347,93.29
19,0.005356,97.72,0.072399,92.23
20,0.009862,96.27,0.203581,87.63
21,0.020796,93.27,0.074566,82.33
22,0.020638,93.39,0.102076,95.41
23,0.015869,94.47,0.060663,95.41
24,0.005639,97.12,0.044543,93.99
25,0.000817,99.64,0.049197,94.70
26,0.007103,98.20,0.059427,93.29
27,0.009202,97.12,0.046185,96.47
28,0.029290,91.95,0.136480,66.43
29,0.016676,95.55,0.071004,86.22
30,0.010611,96.39,0.046987,86.93
31,0.005296,97.96,0.027448,96.11
32,0.007092,97.48,0.035651,96.82
33,0.003395,98.80,0.030933,95.41
34,0.002679,99.16,0.058721,92.23
35,0.002223,98.92,0.034446,97.17
36,0.002321,99.28,0.023225,98.23
37,0.002967,98.92,0.021721,95.05
38,0.001635,99.40,0.032852,97.53
39,0.000950,99.40,0.048541,96.82
40,0.000493,99.52,0.037130,96.47
41,0.000304,99.88,0.038686,96.11
42,0.000219,99.88,0.037154,95.76
43,0.000490,99.64,0.041767,95.76
44,0.000686,99.76,0.041254,97.53
45,0.000434,99.76,0.042098,97.17
46,0.001509,99.64,0.038923,97.17
47,0.001961,99.40,0.035286,93.99
48,0.000306,100.00,0.048466,93.64
49,0.000695,99.64,0.049651,96.11
