epoch,train_loss,train_acc,val_loss,val_acc
1,0.072106,79.33,0.015202,95.65
2,0.007337,96.51,0.008929,97.10
3,0.007042,96.51,0.007664,97.68
4,0.007603,97.72,0.009386,97.68
5,0.007832,97.00,0.008087,98.26
6,0.017075,94.35,0.025767,91.88
7,0.018066,94.23,0.016507,94.78
8,0.021121,92.43,0.029145,95.36
9,0.021945,92.19,0.495793,73.33
10,0.038159,85.94,0.093477,73.62
11,0.041256,83.53,0.103812,84.06
12,0.037377,80.65,0.057135,90.72
13,0.038701,78.85,0.017801,88.41
14,0.045216,82.93,0.167193,35.07
15,0.038041,82.09,9.531995,22.03
16,0.036098,83.29,0.012103,96.52
17,0.040033,80.41,0.655759,55.65
18,0.021468,86.66,0.019209,95.94
19,0.024060,86.30,0.009815,97.39
20,0.017347,90.38,0.037443,96.23
21,0.012935,93.75,0.039030,92.75
22,0.015919,93.63,0.014389,91.59
23,0.018993,90.26,0.023822,93.62
24,0.017252,92.07,0.010481,96.81
25,0.014422,92.79,0.019913,97.10
26,0.021595,90.87,0.004444,97.97
27,0.017418,91.23,0.011822,97.39
28,0.013933,93.51,0.004468,98.26
29,0.005871,97.36,0.003787,98.84
30,0.006406,96.03,0.004449,99.13
31,0.011919,94.71,0.006930,98.84
32,0.007489,97.12,0.009432,95.65
33,0.006829,97.36,0.004286,97.68
34,0.007160,97.24,0.006209,96.81
35,0.012198,94.47,0.018698,90.14
36,0.010693,95.67,0.017979,96.23
37,0.021484,90.75,0.043583,87.54
38,0.011158,94.83,0.013050,95.36
39,0.005720,97.36,0.040849,84.64
40,0.005595,97.48,0.002341,99.42
41,0.010727,95.67,0.008233,97.39
42,0.007683,96.15,0.006199,98.26
43,0.006012,97.36,0.003564,98.55
44,0.008043,96.88,0.003310,98.55
45,0.005427,97.24,0.002619,99.13
46,0.004073,98.20,0.001924,99.13
47,0.002336,98.92,0.020768,93.04
48,0.001890,99.40,0.003562,98.55
49,0.003313,98.92,0.008631,97.39
50,0.001627,99.28,0.004754,99.13
51,0.001116,99.64,0.005691,98.55
52,0.000698,99.64,0.002946,99.13
53,0.001286,99.40,0.005044,99.13
54,0.000554,99.76,0.004785,98.26
55,0.001176,99.52,0.004404,99.13
56,0.000623,100.00,0.003684,99.13
57,0.000529,99.76,0.004457,99.42
58,0.001912,98.92,0.003443,99.42
