epoch,train_loss,train_acc,val_loss,val_acc
1,0.090832,77.84,0.155727,66.61
2,0.052607,83.04,0.091230,78.42
3,0.045876,84.95,0.065839,83.73
4,0.041676,87.56,0.062641,81.68
5,0.047623,85.82,0.083202,79.11
6,0.044383,86.86,0.085782,82.02
7,0.047756,84.90,0.077369,83.56
8,0.054090,83.39,0.110721,80.99
9,0.059992,82.58,0.143762,78.25
10,0.069042,80.44,0.228186,72.60
11,0.067961,81.25,0.080954,69.69
12,0.066179,79.80,0.081229,79.97
13,0.059076,82.12,0.086374,72.43
14,0.058790,82.23,0.066909,80.48
15,0.065463,80.44,0.162328,61.47
16,0.056835,80.32,0.067630,79.11
17,0.066284,80.67,393.584583,25.00
18,0.099137,77.26,0.643042,45.03
19,0.071438,78.65,0.105660,61.47
20,0.067614,79.51,0.078555,79.79
21,0.060097,81.31,0.082223,79.62
22,0.057221,82.99,0.124286,66.78
23,0.062226,80.56,0.104838,73.63
24,0.053878,82.52,0.109110,72.26
25,0.053381,81.60,0.089292,67.98
26,0.056734,80.44,0.101006,69.01
27,0.048809,83.91,0.064101,84.42
28,0.050434,83.80,0.110236,64.21
29,0.049097,83.85,0.069234,81.51
30,0.050278,83.33,0.071239,78.60
31,0.049660,83.22,0.058440,84.08
32,0.045007,84.49,0.059145,84.59
33,0.045484,86.05,0.061618,83.39
34,0.046606,85.36,0.073933,82.02
35,0.050143,84.26,0.065307,85.79
36,0.047303,86.17,0.060060,81.85
37,0.044379,85.47,0.063045,79.79
38,0.047189,85.24,0.066959,78.42
39,0.044991,84.61,0.063412,83.05
40,0.039111,86.23,0.058798,84.08
41,0.041070,87.91,0.063120,82.71
42,0.043104,86.28,0.059716,84.76
43,0.041967,85.19,0.067599,79.79
44,0.046795,85.13,0.060375,83.73
45,0.047510,84.95,0.057549,85.45
46,0.040797,86.69,0.066050,84.93
47,0.040071,86.23,0.071394,83.73
48,0.037611,87.44,0.059284,85.27
49,0.039912,85.82,0.053626,85.79
50,0.038627,85.76,0.074862,84.59
51,0.039872,87.21,0.060961,86.13
52,0.034023,88.31,0.062172,84.42
53,0.032358,88.60,0.068709,83.56
54,0.032775,87.73,0.063890,81.85
55,0.032074,88.14,0.065372,82.36
56,0.032741,88.60,0.059413,84.25
57,0.028779,89.99,0.065856,84.25
58,0.029805,89.76,0.066102,84.93
59,0.030827,88.95,0.064446,84.08
60,0.028912,89.00,0.059751,83.05
61,0.028916,88.77,0.065978,81.85
62,0.030810,89.12,0.060268,85.27
63,0.027314,89.76,0.063903,85.10
64,0.025645,90.10,0.067482,84.93
65,0.026215,90.62,0.065006,84.59
66,0.026952,91.03,0.060054,84.76
67,0.026804,89.93,0.062393,84.93
68,0.024796,92.36,0.066546,84.59
69,0.024848,90.86,0.066941,84.93
70,0.022824,91.67,0.064980,84.93
71,0.022296,91.09,0.067073,84.76
72,0.022186,91.67,0.067052,85.45
73,0.022946,92.59,0.067249,85.10
74,0.024746,91.61,0.067710,84.93
75,0.024662,91.44,0.067855,85.10
