epoch,train_loss,train_acc,val_loss,val_acc
1,0.167638,46.48,0.161963,40.57
2,0.069902,78.91,0.151647,43.40
3,0.040116,85.55,0.131257,53.77
4,0.027154,89.84,0.141905,53.77
5,0.029860,91.02,0.156280,60.38
6,0.027761,90.62,0.174115,52.83
7,0.043788,87.89,0.269395,51.89
8,0.027393,88.28,0.467221,43.40
9,0.023448,90.62,0.408969,50.94
10,0.039592,86.72,2.741578,16.04
11,0.040896,83.59,3.827891,12.26
12,0.039404,84.38,3.927781,13.21
13,0.046559,83.98,1.318481,34.91
14,0.048945,83.98,1.796577,28.30
15,0.065062,78.12,5.516425,31.13
16,0.048645,82.03,2.761049,9.43
17,0.055726,80.08,3.815409,30.19
18,0.054148,81.25,3.484787,27.36
19,0.066088,73.44,0.358445,46.23
20,0.080766,71.88,1.142377,16.98
21,0.069375,76.17,0.386227,40.57
22,0.055889,80.86,0.875616,39.62
23,0.057099,80.47,6.439223,25.47
24,0.064767,80.47,3.733470,17.92
25,0.052657,80.47,3.290245,28.30
26,0.078671,78.12,2.714548,9.43
27,0.045500,82.03,0.652680,32.08
28,0.055366,80.08,0.114168,73.58
29,0.040013,80.47,0.183272,56.60
30,0.030758,87.89,0.059456,82.08
31,0.027401,89.06,0.064854,89.62
32,0.037941,85.55,0.245419,55.66
33,0.053917,82.81,0.104390,68.87
34,0.053612,81.64,0.465197,48.11
35,0.037211,85.55,0.467963,56.60
36,0.019102,91.41,0.230071,58.49
37,0.026272,91.02,0.150623,66.98
38,0.022105,89.45,0.148678,65.09
39,0.020480,94.14,0.094555,80.19
40,0.019683,91.41,0.059421,92.45
41,0.017843,90.62,0.047699,93.40
42,0.021772,91.02,0.050072,92.45
43,0.017912,94.14,0.070589,82.08
44,0.016569,93.75,0.043705,92.45
45,0.013939,92.58,0.041174,92.45
46,0.012626,94.92,0.043424,89.62
47,0.015174,92.58,0.046115,93.40
48,0.025919,92.58,0.039444,85.85
49,0.012422,95.70,0.044725,83.96
50,0.015457,92.58,0.052856,85.85
51,0.013495,94.92,0.043403,91.51
52,0.017208,93.36,0.040292,90.57
53,0.012161,95.70,0.044741,92.45
54,0.006936,96.88,0.038060,92.45
55,0.007605,97.27,0.031745,93.40
56,0.008610,96.88,0.031306,95.28
57,0.007240,96.48,0.034461,94.34
58,0.004705,98.05,0.036816,91.51
59,0.007928,95.31,0.038559,92.45
60,0.008872,96.88,0.042022,92.45
61,0.003895,98.83,0.042268,92.45
62,0.005057,97.66,0.042138,92.45
63,0.004681,98.05,0.039589,92.45
64,0.004222,98.05,0.039595,92.45
65,0.003341,98.05,0.039482,91.51
66,0.003097,98.44,0.038476,90.57
67,0.002899,99.22,0.038252,91.51
68,0.004394,97.66,0.036700,91.51
