epoch,train_loss,train_acc,val_loss,val_acc
1,0.158986,48.01,0.165822,37.50
2,0.076532,81.25,0.105559,64.77
3,0.050628,84.09,0.079080,71.59
4,0.021545,90.06,0.050068,87.50
5,0.017368,92.61,0.058375,85.23
6,0.031647,89.77,0.057148,84.09
7,0.026046,91.48,0.047606,89.77
8,0.016906,94.60,0.053697,87.50
9,0.014438,93.75,0.090754,75.00
10,0.020623,92.90,0.400103,37.50
11,0.041783,86.93,0.060795,86.36
12,0.055249,82.95,0.791461,56.82
13,0.047472,86.65,0.295241,50.00
14,0.064210,82.10,0.310271,50.00
15,0.048201,83.81,0.269001,71.59
16,0.050352,83.81,0.069075,86.36
17,0.041419,89.20,0.058118,80.68
18,0.033505,89.77,0.127856,70.45
19,0.033846,87.78,0.125774,86.36
20,0.041737,85.23,0.090274,80.68
21,0.046851,87.78,0.081298,80.68
22,0.033329,88.92,0.406089,77.27
23,0.033590,86.93,0.101260,81.82
24,0.042302,88.92,0.109692,71.59
25,0.021787,90.62,0.065949,87.50
26,0.020892,94.03,0.093371,85.23
27,0.017165,92.90,0.076321,86.36
28,0.012070,93.47,0.086853,87.50
29,0.013147,95.17,0.085951,87.50
30,0.008510,94.89,0.054646,89.77
31,0.010320,96.59,0.083409,87.50
32,0.006802,96.31,0.101968,87.50
33,0.016551,94.32,0.128591,75.00
34,0.031207,90.91,0.104969,88.64
35,0.016713,93.47,0.217324,63.64
36,0.020490,94.32,0.082870,87.50
37,0.015795,92.05,0.083004,84.09
38,0.018238,93.47,0.082743,87.50
39,0.014996,95.17,0.050593,88.64
40,0.006581,97.73,0.053051,92.05
41,0.006385,97.44,0.077420,89.77
42,0.007269,97.44,0.058551,89.77
43,0.010261,97.16,0.070134,89.77
44,0.004665,98.01,0.099159,86.36
45,0.003434,98.86,0.076883,87.50
46,0.001480,99.72,0.084245,89.77
47,0.001381,99.43,0.089790,90.91
48,0.000515,100.00,0.074341,89.77
49,0.000710,100.00,0.089307,90.91
50,0.000593,99.72,0.096839,90.91
51,0.001174,99.15,0.104694,88.64
52,0.001293,99.43,0.093823,90.91
