epoch,train_loss,train_acc,val_loss,val_acc
1,0.205265,64.06,0.108431,76.63
2,0.059785,86.78,0.081389,95.19
3,0.020971,94.23,0.072966,95.88
4,0.022939,93.51,0.077053,94.85
5,0.013422,95.91,0.132462,93.47
6,0.022008,94.83,0.099465,92.78
7,0.036887,90.87,0.081315,94.50
8,0.039103,90.26,0.176432,52.23
9,0.054441,87.62,0.162831,91.07
10,0.042045,89.42,0.130463,90.03
11,0.077061,84.13,0.993196,40.21
12,0.102029,80.17,1.408028,15.46
13,0.099989,82.21,1.833681,27.15
14,0.065492,85.94,0.260606,88.32
15,0.058872,81.97,0.210118,89.35
16,0.071651,83.29,0.675947,52.92
17,0.093848,79.21,0.095763,84.88
18,0.059539,86.30,1.549485,74.91
19,0.052311,85.58,0.190579,93.13
20,0.057222,85.70,0.269463,85.91
21,0.048357,87.26,0.053225,94.85
22,0.057185,88.22,0.347703,91.41
23,0.102012,79.33,0.112992,82.13
24,0.081993,79.81,0.224153,58.76
25,0.077094,81.85,0.296933,52.23
26,0.087861,79.81,1.735193,30.58
27,0.101982,76.32,0.344583,58.42
28,0.072940,81.01,1.170118,69.42
29,0.065296,84.50,0.093064,94.16
30,0.051591,83.77,0.127252,75.26
31,0.037762,89.54,0.080498,90.72
32,0.030354,89.78,0.068040,95.19
33,0.022948,91.83,0.066710,93.47
34,0.022402,91.71,0.058170,90.03
35,0.026456,92.43,0.081086,94.85
36,0.015588,94.71,0.075437,94.85
37,0.025433,91.35,0.107241,93.47
38,0.029345,92.79,0.068417,92.78
39,0.021351,92.79,0.061814,95.53
40,0.018050,93.87,0.061364,95.19
41,0.012550,94.95,0.064768,91.75
42,0.012355,95.67,0.068507,94.85
