epoch,train_loss,train_acc,val_loss,val_acc
1,0.043880,84.25,0.007731,97.10
2,0.007767,97.36,0.005019,97.97
3,0.009806,96.03,0.004805,97.68
4,0.006298,97.24,0.014840,95.36
5,0.012066,94.59,0.008717,97.10
6,0.024381,90.62,0.028339,92.17
7,0.014746,93.39,0.036878,94.78
8,0.025264,89.42,0.011774,95.36
9,0.023860,88.70,0.328295,57.97
10,0.020656,91.23,0.009196,96.23
11,0.027126,87.62,0.012866,95.65
12,0.022179,91.11,0.043195,93.33
13,0.017558,90.62,0.010303,97.39
14,0.013412,94.59,0.010802,98.55
15,0.051042,81.01,0.321671,62.03
16,0.023623,88.10,0.059337,90.43
17,0.054090,78.37,0.004549,97.68
18,0.041803,82.93,0.012685,97.68
19,0.037994,88.10,0.006914,98.26
20,0.043536,85.94,0.012540,96.23
21,0.032655,85.70,0.077323,97.10
22,0.018878,90.26,0.006451,97.97
23,0.017466,91.11,0.004117,98.84
24,0.010112,94.83,0.003507,97.97
25,0.011099,94.71,0.007999,97.39
26,0.006267,97.12,0.002544,98.55
27,0.006872,97.00,0.003866,99.13
28,0.011545,94.35,0.004485,98.55
29,0.007365,95.91,0.013228,97.39
30,0.005931,97.12,0.002430,99.13
31,0.012711,96.88,0.004686,99.13
32,0.008942,95.79,0.009776,97.97
33,0.012652,95.07,0.006000,98.84
34,0.006238,96.27,0.006724,98.55
35,0.006191,97.24,0.002223,99.13
36,0.007139,96.88,0.012880,92.75
37,0.015915,95.55,0.014852,93.91
38,0.011451,94.83,0.050549,95.07
39,0.009157,96.15,0.004167,98.84
40,0.004932,97.84,0.004407,98.84
41,0.004909,97.84,0.005822,99.13
42,0.003462,98.44,0.009641,96.81
43,0.002480,98.80,0.006527,99.13
44,0.004874,97.84,0.002859,99.13
45,0.003190,98.20,0.005767,98.84
46,0.002055,98.80,0.007796,98.84
47,0.003790,98.80,0.003458,99.13
