epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,998.234,0,1,1,0,0.000654762,0.000654762,0.000654762
2,1895.83,0,1,1,0,0.0011579,0.0011579,0.0011579
3,2782.95,0,1,1,0,0.00149604,0.00149604,0.00149604
4,3602.26,0,1,1,0,0.0012575,0.0012575,0.0012575
5,4339.13,0,1,1,0,0.00101,0.00101,0.00101
6,5055.49,0,1,1,0,0.0007625,0.0007625,0.0007625
7,5575.48,0,1,1,0,0.000515,0.000515,0.000515
8,6057.91,0,1,1,0,0.0002675,0.0002675,0.0002675
