epoch,train_loss,train_acc,val_loss,val_acc
1,0.083436,75.84,0.013030,97.39
2,0.009616,97.12,0.003762,98.26
3,0.007383,96.63,0.007191,98.26
4,0.013942,94.11,0.005308,97.97
5,0.013374,94.83,0.005510,97.97
6,0.012691,95.67,0.001179,99.42
7,0.012605,95.91,0.030581,90.72
8,0.024106,91.35,0.010052,95.94
9,0.020843,92.67,0.006870,97.39
10,0.021045,90.99,0.011900,96.23
11,0.029671,89.18,0.322649,32.46
12,0.052282,83.29,0.085628,77.10
13,0.040083,82.45,0.009928,95.94
14,0.041906,81.85,0.060690,81.45
15,0.049037,80.89,0.032839,95.94
16,0.035606,82.93,0.019847,93.91
17,0.022339,90.38,0.031466,92.46
18,0.047587,81.85,0.062831,89.28
19,0.025254,85.94,0.019091,94.49
20,0.016768,90.26,0.011384,97.39
21,0.037074,86.42,0.021430,90.43
22,0.020880,89.54,0.011220,96.23
23,0.017615,90.50,0.003188,98.26
24,0.009235,94.71,0.427878,49.28
25,0.008583,96.27,0.005387,99.42
26,0.027554,88.34,0.017235,96.52
27,0.017147,90.62,0.017552,90.43
28,0.015872,92.31,0.017354,91.30
29,0.016981,93.15,0.020460,94.78
30,0.011934,94.11,0.013844,97.10
31,0.010423,95.07,0.006843,96.52
32,0.014975,94.47,0.012901,97.10
33,0.011091,94.23,0.008255,97.10
34,0.009816,95.07,0.005343,97.68
35,0.011802,94.35,0.010472,97.97
36,0.007617,96.88,0.016115,93.91
37,0.013649,96.03,0.010157,96.52
