epoch,train_loss,train_acc,val_loss,val_acc
1,0.324901,32.03,0.316763,34.91
2,0.231374,63.28,0.249907,57.55
3,0.179045,66.02,0.145774,79.25
4,0.110672,81.25,0.084100,82.08
5,0.060219,87.11,0.093646,75.47
6,0.049190,89.84,0.090210,81.13
7,0.030692,91.41,0.088017,83.02
8,0.045765,91.80,0.100734,85.85
9,0.034901,90.62,0.140624,79.25
10,0.048770,92.58,0.265041,69.81
11,0.077474,87.89,0.086817,90.57
12,0.084912,82.81,0.332763,79.25
13,0.079312,82.42,0.068669,85.85
14,0.078293,85.94,0.237998,66.98
15,0.077664,87.89,0.182022,83.02
16,0.096804,85.16,0.333454,64.15
17,0.098807,81.64,0.190776,72.64
18,0.073560,85.16,0.146653,77.36
19,0.046138,90.62,0.285811,65.09
20,0.034172,92.58,0.365980,56.60
21,0.071299,85.16,0.606885,54.72
22,0.118332,76.17,0.994296,59.43
23,0.103561,77.73,0.326548,50.94
24,0.046244,90.62,0.170672,72.64
25,0.042421,89.45,0.294226,66.98
26,0.063614,85.94,0.154275,79.25
27,0.044888,92.97,0.133565,83.96
28,0.045290,91.80,0.196693,70.75
29,0.039502,91.80,0.235431,70.75
30,0.029968,91.02,0.232671,68.87
31,0.041340,92.58,0.215148,81.13
32,0.040333,91.80,0.048157,91.51
33,0.046558,87.89,0.078002,79.25
34,0.029722,90.62,0.046135,91.51
35,0.048871,90.62,0.093449,82.08
36,0.032458,92.58,0.070937,86.79
37,0.021725,94.14,0.055947,89.62
38,0.013629,96.48,0.054357,87.74
39,0.014632,95.31,0.075878,86.79
40,0.007532,97.66,0.095680,82.08
41,0.007679,98.05,0.094430,83.96
42,0.005398,99.22,0.090630,86.79
43,0.003148,99.61,0.083945,88.68
44,0.007211,98.05,0.077033,89.62
45,0.014222,94.53,0.070175,89.62
46,0.007325,97.27,0.082435,85.85
47,0.007605,96.48,0.099011,85.85
48,0.006910,98.83,0.113889,83.96
49,0.005001,98.83,0.110704,86.79
50,0.006414,98.05,0.086135,89.62
