epoch,train_loss,train_acc,val_loss,val_acc
1,0.070286,79.69,0.009066,97.97
2,0.007808,96.15,0.014620,97.97
3,0.012027,95.43,0.007764,97.39
4,0.004574,97.24,0.016774,92.46
5,0.008894,97.72,0.003614,97.97
6,0.009472,95.91,0.055629,88.99
7,0.012612,95.67,0.031971,93.04
8,0.023430,91.95,0.009582,96.81
9,0.037734,87.02,0.027071,96.23
10,0.052287,78.37,0.015923,95.65
11,0.049430,81.61,0.050548,88.41
12,0.034288,85.10,0.033934,84.64
13,0.034804,87.14,0.043962,89.86
14,0.030430,87.74,0.004279,98.84
15,0.016820,92.55,0.096513,83.19
16,0.028075,87.86,0.018925,97.97
17,0.027449,86.78,0.021099,92.75
18,0.018452,92.43,0.062067,88.41
19,0.025115,91.59,5.328442,40.58
20,0.048151,82.09,0.121724,78.26
21,0.031676,86.42,0.009727,97.39
22,0.017198,90.99,0.043946,84.64
23,0.011909,95.19,0.010012,98.26
24,0.016285,95.19,0.007940,97.10
25,0.021641,90.99,0.053455,93.91
26,0.018772,91.83,0.030711,89.28
27,0.016274,93.39,0.092393,83.19
28,0.008586,95.79,0.002132,99.42
29,0.009716,95.55,0.001459,99.13
30,0.008938,96.15,0.003259,98.55
31,0.004428,98.08,0.001660,99.13
32,0.004694,98.08,0.002150,98.55
33,0.002214,99.04,0.003791,99.13
34,0.009235,97.24,0.531887,51.59
35,0.012030,94.59,0.023692,88.12
36,0.010962,95.19,0.004787,97.97
37,0.011177,94.47,0.002767,98.55
38,0.007421,96.63,0.014172,95.07
39,0.003497,98.32,0.005621,98.26
40,0.009443,96.51,0.003709,97.68
41,0.006564,96.63,0.018635,91.59
42,0.008408,95.79,0.008827,98.84
