epoch,train_loss,train_acc,val_loss,val_acc
1,0.095864,81.49,0.073955,89.40
2,0.009479,97.60,0.039549,93.29
3,0.007003,98.32,0.048242,92.93
4,0.007071,97.72,0.047201,94.35
5,0.020404,95.31,0.141741,87.28
6,0.019046,96.39,0.112641,91.87
7,0.014359,96.39,0.146328,87.28
8,0.013776,96.75,0.286281,79.86
9,0.030322,92.67,1.178344,71.73
10,0.038023,91.23,0.505735,79.15
11,0.041483,90.02,0.290160,79.51
12,0.049188,88.34,0.921529,78.45
13,0.035315,89.66,0.212919,84.10
14,0.021778,94.35,0.192086,91.87
15,0.027451,90.38,0.605818,70.67
16,0.041063,89.30,0.816981,92.23
17,0.045839,88.46,0.578893,62.19
18,0.034558,87.26,0.118754,81.63
19,0.039475,89.78,0.493797,73.14
20,0.067817,87.62,0.206903,91.87
21,0.044428,89.42,0.099851,83.75
22,0.026867,90.50,0.098959,91.87
23,0.026241,94.23,0.163596,87.99
24,0.018578,94.35,0.038691,95.76
25,0.011754,96.88,0.051791,89.40
26,0.016737,96.27,0.068119,92.58
27,0.009783,97.12,0.885507,84.81
28,0.021501,94.59,0.110292,90.46
29,0.027982,92.91,0.079192,88.34
30,0.013843,95.31,0.211855,73.85
31,0.011954,96.15,0.038987,91.87
32,0.016284,97.48,0.048106,96.11
33,0.015102,96.51,0.019806,97.17
34,0.009190,97.84,0.071040,96.82
35,0.011557,96.15,0.114086,94.70
36,0.012667,96.39,0.058445,91.87
37,0.010185,97.24,0.046962,93.99
38,0.006885,98.44,0.031472,97.17
39,0.003184,99.28,0.041308,97.53
40,0.001147,99.88,0.041010,96.82
41,0.001875,99.52,0.036535,96.47
42,0.004553,98.80,0.055716,95.76
43,0.001855,99.64,0.057915,93.99
44,0.003766,99.16,0.078730,92.93
45,0.002239,99.16,0.061575,90.11
46,0.001309,99.64,0.053302,94.70
