epoch,train_loss,train_acc,val_loss,val_acc
1,0.213014,62.38,0.235728,52.58
2,0.078661,87.02,0.133647,75.95
3,0.036892,90.26,0.091070,86.25
4,0.019540,94.59,0.083287,88.66
5,0.011336,96.75,0.064786,94.16
6,0.005394,98.32,0.067991,93.13
7,0.009596,97.12,0.065172,87.29
8,0.016264,96.75,0.088053,87.29
9,0.025105,94.59,0.070014,95.53
10,0.028622,93.87,0.284394,68.73
11,0.040208,91.35,0.141755,87.63
12,0.036481,90.99,0.202648,75.60
13,0.044771,90.38,0.151647,62.89
14,0.042185,89.30,0.843734,64.26
15,0.071621,86.30,1.379302,19.24
16,0.052440,88.10,0.840829,40.21
17,0.038656,89.54,0.092739,89.35
18,0.058455,89.18,0.093408,92.78
19,0.031191,91.11,0.440463,53.95
20,0.053408,88.34,0.158234,87.29
21,0.021373,93.87,0.118425,92.10
22,0.017639,94.23,0.076013,93.13
23,0.019451,96.51,0.094093,93.81
24,0.018812,95.31,0.124279,94.16
25,0.016119,94.47,0.088171,95.88
26,0.009606,96.88,0.104559,93.81
27,0.022341,95.07,0.097922,96.22
28,0.016029,95.91,0.106953,89.35
29,0.007085,97.84,0.086361,89.35
30,0.007185,98.56,0.098345,94.16
31,0.006376,98.20,0.123138,95.19
32,0.013242,96.63,0.104632,95.88
33,0.008951,97.72,0.083263,93.81
34,0.004323,98.80,0.080630,94.16
35,0.007377,98.56,0.096816,95.19
36,0.004138,98.56,0.083679,92.78
37,0.005162,98.20,0.111621,95.19
38,0.003050,99.40,0.122152,94.50
